eid,doi,title,year,journal,authors,affiliations,authors_with_affiliations,abstract,author_keywords,index_keywords,doc_type,publication_stage,open_access,link,__source_file,label,note
2-s2.0-85139010673,10.1016/j.foodqual.2022.104737,Consumer acceptance of aesthetically imperfect vegetables – The role of information framing and personal values: Evidence from the United States,2023,Food Quality and Preference,"Lagerkvist, C.J.; Edenbrandt, A.K.; Bolos, L.A.; Nayga, R.M.","Department of Economics, Sveriges lantbruksuniversitet, Uppsala, Uppsala, Sweden; Texas A&M University, College Station, TX, United States","Lagerkvist, Carl Johan, Department of Economics, Sveriges lantbruksuniversitet, Uppsala, Uppsala, Sweden; Edenbrandt, Anna Kristina, Department of Economics, Sveriges lantbruksuniversitet, Uppsala, Uppsala, Sweden; Bolos, Laura Andreea, Department of Economics, Sveriges lantbruksuniversitet, Uppsala, Uppsala, Sweden; Nayga, Rodolfo M., Texas A&M University, College Station, TX, United States","Based on a survey of 3,504 consumers in the United States, this study investigates acceptance for food with varying types of aesthetic imperfections. A product-based discrete choice experiments (DCE) were utilized to provide preference estimates based on trade-offs between attributes of aesthetic imperfections and other relevant product attributes including price and type of production and origin. Respondents were randomly allocated to information treatments (control, gain-framed, loss-framed) tailored to nutritional and environmental impacts of food waste. Results showed that consumers accept aesthetic food imperfections related to color while not accepting those related to shape and physical aspects. The price discount was the second most important attribute for consumers’ acceptance. Hence, marketing initiatives to promote ‘ugly’ food needs to be set with a rather substantial price discount in relation to physical imperfections but not so much in relation to shape or color imperfections. Furthermore, both gain-framed and loss-framed information increased acceptance and this effect was influenced by consumers’ personal meta-value orientation. Individuals with an affinity for the meta-value orientations self-transcendence and openness to change were most accepting of aesthetically imperfect food, and individuals with an affinity for openness to change were particularly affected by gain-framed information. Tailoring the information to personal value-dimensions support the role of information to bridge the knowledge-deficit gap in terms of food waste reductions. We suggest to broaden this approach using a set of message contents to achieve increased message congruence through provision of information tailored by type of dominant personal meta-value. © 2022 The Author(s)","Environment; Food waste; Gain, loss, choice; Schwartz meta-values",,Article,Final,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139010673&doi=10.1016%2Fj.foodqual.2022.104737&partnerID=40&md5=d3f335b40ddd6f4ba207ba252fd6eaab,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85194485530,10.1002/mar.22025,From ugly to attractive: Leveraging anthropomorphism to increase demand for irregular-appearing produce,2024,Psychology and Marketing,"Kim, K.; Ryoo, Y.; Manika, D.; Yoon, N.; Yoon, S.","Department of Marketing, Bryant University, Smithfield, RI, United States; Department of Marketing, University of Minnesota Duluth, Duluth, MN, United States; Department of Marketing, Brunel University London, Uxbridge, Middlesex, United Kingdom; Department of Quantitative and Computational Biology, University of Southern California, Los Angeles, CA, United States","Kim, Kacy K., Department of Marketing, Bryant University, Smithfield, RI, United States; Ryoo, Yuhosua, Department of Marketing, University of Minnesota Duluth, Duluth, MN, United States; Manika, Danae, Department of Marketing, Brunel University London, Uxbridge, Middlesex, United Kingdom; Yoon, Nathan, Department of Quantitative and Computational Biology, University of Southern California, Los Angeles, CA, United States; Yoon, Sukki, Department of Marketing, Bryant University, Smithfield, RI, United States","Recognizing that the waste of imperfect produce contributes to the global environmental crisis, the authors conduct three studies examining whether retailers can use anthropomorphizing marketing techniques to make irregular-appearing produce more attractive and increase purchase intentions. Based on the exemplar model theory, Study 1 shows that when retailers place googly eyes on pictures of irregular-appearing produce, consumers judge the product according to multiple exemplars as they do when they evaluate humans. The multiple esthetic cues cause them to perceive irregular produce as more attractive. Study 2 replicates Study 1 by using human names as the anthropomorphic cues, demonstrating that anthropomorphism can increase purchase intentions toward irregular-appearing produce. Study 3 further shows that the anthropomorphism effects hold for irregular-appearing produce from corporate farms and not from local farms. The differences occur because consumers expect corporate farms to conform to standardized esthetic norms but expect local farms to market irregular-appearing produce. When expectations are aligned, anthropomorphism is more likely to cause consumers to diversify esthetic cues, but not when expectations are disassociated. The article concludes with suggestions for promotion strategies that use anthropomorphizing to change attitudes and increase purchase intentions toward irregular-appearing produce. © 2024 Wiley Periodicals LLC.",anthropomorphism; consumer choice; esthetic appeal; exemplar model; food waste,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194485530&doi=10.1002%2Fmar.22025&partnerID=40&md5=07b3125d241ffc074fac928487ad32dd,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85061989946,10.30682/nm1804b,Market power and bargaining power in the EU food supply chain: The role of producer organizations,2018,New Medit,"Sorrentino, A.; Russo, C.; Cacchiarelli, L.","Dipartimento di Economia e Impresa, Università degli Studi della Tuscia Viterbo, Viterbo, VT, Italy; Dipartimento di Economia e Giurisprudenza, Università di Cassino e del Lazio Meridionale, Lazio, Italy","Sorrentino, Alessandro, Dipartimento di Economia e Impresa, Università degli Studi della Tuscia Viterbo, Viterbo, VT, Italy; Russo, Carlo, Dipartimento di Economia e Giurisprudenza, Università di Cassino e del Lazio Meridionale, Lazio, Italy; Cacchiarelli, Luca, Dipartimento di Economia e Impresa, Università degli Studi della Tuscia Viterbo, Viterbo, VT, Italy","Imperfect competition in the food supply chain is a concern for several “weak agents” such as small farmers and consumers. Given the difficulties in applying standard anti-trust regulations in the agrifood system, a growing interest is emerging in a decentralized approach where private entities, such as Producer Organizations (PO), are given active role in the governance of the agricultural markets. We present a simple bargaining model assessing the POs’ capacity to rebalance bargaining power along the supply chain. The results show that POs can benefit farmers by strengthening their negotiation power, improving their bargaining position and worsening the buyer’s one. Imposing a minimum size for POs may improve their effectiveness in affecting the buyer’s bargaining position. Such requirement should be calibrated on the structure of the downstream (upstream) relevant market. © 2018, Bononia University Press. All rights reserved.",Bargaining power; CAP; Food supply chain; Market power; Producer Organization,,Article,Final,All Open Access; Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061989946&doi=10.30682%2Fnm1804b&partnerID=40&md5=0af2b2ece6d3f41d79acef4bcaa95aff,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85203656567,10.1016/j.foodqual.2024.105314,Increasing the purchase intentions for suboptimal products: Comparing potential marketing strategies,2025,Food Quality and Preference,"De Hooge, I.E.","Wageningen University & Research, Wageningen, Gelderland, Netherlands","De Hooge, Ilona E., Wageningen University & Research, Wageningen, Gelderland, Netherlands","To reduce food waste, motivating consumers to purchase suboptimal (imperfect) products seems a promising strategy. Yet, two recent literature reviews show that it is challenging to motivate consumers to purchase suboptimal products. Moreover, the effects of the most promising marketing strategies thus far – pricing and communication strategies - have hardly been directly compared. Our research addresses these issues by 1) presenting two novel strategies that can increase purchase intentions for suboptimal products, and 2) comparing the effects of pricing strategies, communication strategies, and the two novel strategies. In a survey and an experiment, consumer responses to pricing (discounts or multi-item promotions), communication (concerning products’ naturalness or sustainability), and experience strategies (providing tasting or a show) were compared, revealing varying effects on product perceptions and purchase intentions. Consumers’ value orientations influenced consumer responses to marketing strategies. These findings provide valuable suggestions for future research on minimizing suboptimal food waste. © 2024 The Author(s)",Food waste; Marketing strategies; Purchase intentions; Suboptimal products; Value orientation,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203656567&doi=10.1016%2Fj.foodqual.2024.105314&partnerID=40&md5=2695d86666b575b77f03e878cdf90a8c,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85085643387,10.3390/su12104148,"Food sustainability and waste reduction in Spain: Consumer preferences for local, suboptimal, and/or unwashed fresh food products",2020,Sustainability (Switzerland),"Gracia, A.; Gómez, M.I.","Centro de Investigación y Tecnología Agroalimentaria de Aragón, Zaragoza, Zaragoza, Spain; Universidad de Zaragoza, Zaragoza, Zaragoza, Spain; Dyson School of Applied Economics and Management, Cornell University, Ithaca, NY, United States","Gracia, Azucena, Centro de Investigación y Tecnología Agroalimentaria de Aragón, Zaragoza, Zaragoza, Spain, Universidad de Zaragoza, Zaragoza, Zaragoza, Spain; Gómez, Miguel Ignacio, Dyson School of Applied Economics and Management, Cornell University, Ithaca, NY, United States","Improving food sustainability and reducing food waste are among the top challenges for achieving global sustainable development. In particular, changes towards more sustainable consumption are of vital importance in creating a more sustainable world. To shed light on these issues, we analyze to what extent and how consumers' food preferences move towards more sustainable behavior. We assess the importance consumers attach to the following critical sustainable attributes of food related to food waste: (i) ""Visual imperfections"", (ii) ""washed/unwashed"", (iii) ""size"", (iv) ""locally produced"", and (v) ""price"". We hypothesize that consumer preferences for these attributes are heterogeneous. Therefore, we segmented consumers into homogenous groups according to preferences for these sustainability attributes. To do this, we employed a direct ranking preference method using data gathered in an experiment conducted with consumers living in a mid-sized town in the northeast of Spain in 2018. The results suggest a high degree of consumer heterogeneity, and we identified four clusters according to the importance consumers attach to these attributes. The results are encouraging for the promotion of sustainability because different groups of consumers might prefer to purchase food products with different sustainable characteristics, such as locally grown, foods with visual imperfections, and minimally processed foods. © 2020 by the authors.",Attribute importance; Fresh potatoes; Rank-ordered mixed logit; Spain,consumption behavior; food waste; heterogeneity; perception; sustainability; sustainable development; waste management; Spain; Solanum tuberosum,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085643387&doi=10.3390%2Fsu12104148&partnerID=40&md5=d263768e82f47313a01ef90192770133,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-0035285263,10.1287/mksc.20.2.99.10191,Reward programs and tacit collusion,2001,Marketing Science,"Kim, B.-D.; Shi, M.; Srinivasan, K.",,"Kim, Byungdo, ; Shi, Mengze, ; Srinivasan, Kannan R., ","Reward programs, a promotional tool to develop customer loyalty, offer incentives to consumers on the basis of cumulative purchases of a given product or service from a firm. Reward programs have become increasingly common in many industries. The best-known examples include frequent-flier programs offered by airlines, frequent-guest programs offered by hotels, and frequent-shopper programs offered by supermarkets. Despite the widespread business practice of reward programs, research efforts on reward programs, particularly in marketing, have been scarce. Our paper takes an important step towards understanding the design of reward programs and its implications on pricing strategies. We study a market that consists of two segments: heavy- and light-user segments. The key distinction between the two segments is that the heavy-user segment purchases in each period and thus is a candidate for the reward programs. In contrast, the light-user segment exits the market after one purchase and is not in a position to exploit reward programs. An important feature of our model is that we allow for different price sensitivity between heavy-user and light-user segments. Our model closely examines the type of rewards. A reward worth a dollar to the consumer might have different cost implications for the offering firm, depending on the type of reward. For example, cash rewards have higher unit reward cost (inefficient reward) for the firm than a free product of the firm, such as an airline ticket or long-distance minutes (efficient reward). Specifically, we examine an interesting puzzle observed in the marketplace. Several firms offer a cash reward or a product not made by the firm, such as jackets, electronic items, etc. These firms could offer their own product as rewards and significantly lower their cost. We examine whether there is any reason for such a seemingly suboptimal practice. Our analysis shows that reward programs weaken price competition. By offering the incentives for repeat purchases, reward programs increase a firm's cost to attract competing firms' current customers. Because firms gain less from undercutting their prices, equilibrium prices go up. Moreover, as consumers become unwilling to switch because of potential rewards, the firm with a larger market share in the heavy-user segment charges higher prices. Therefore, a low price in the first period, which leads to a larger market share in the heavy-user segment, will always be followed by a high price in the second period. In our model, consumers are rational and can correctly anticipate firms' incentive to offer lower prices initially to enroll them into the reward programs. Our paper offers an explanation as to why the type and amount of reward may vary across the programs. We identify two determining factors for the selection of rewards: size and relative price sensitivity of the heavy-user segment. We find that in a market with a small heavy-user segment that is also much more price sensitive than the light-user segment, it is optimal for firms to offer the most inefficient rewards. The intuition is based on the firms' incentive to exploit the price-insensitive light-user segment. By offering inefficient rewards, firms are able to commit to weaker competition and, therefore, higher prices. When the heavy-user segment is large or not very price sensitive, when compared to the light-user segment, competing firms should adopt the most efficient rewards to maximize their profit. This may well be the case in a number of real-world situations in which efficient rewards are quite prevalent. We also find that optimal reward amount has a negative relationship with unit reward cost. Because both firms use rewards to attract the heavy users, they tend to offer more when they adopt the more efficient rewards. Finally, our paper identifies the relationship between market characteristics and the impact of reward programs on firms' profits and consumers' benefits. We find that firms gain from the adoption of reward programs as long as light users are not too price sensitive. When light users are very price sensitive, firms engage in intense price competition, thus benefiting little from the loyalty of heavy users created through rewards. Because reward programs increase market prices, light users, who do not get the reward, earn strictly lower benefit. In contrast, heavy users often stand to gain more from the reward program. In most cases, firms and the heavy users are better off at the expense of light users.",Game theory; Loyalty; Price competition; Reward programs; Switching cost,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035285263&doi=10.1287%2Fmksc.20.2.99.10191&partnerID=40&md5=7e92c5f162969f9520ae6889d8440f9f,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85108281236,10.1108/BFJ-03-2021-0211,Investigating consumers' behavioral intentions toward suboptimal produce: an extended theory of planned behavior – a cross-cultural study,2021,British Food Journal,"Adel, A.M.; Dai, X.; Roshdy, R.S.","Department of Business Administration, Huazhong University of Science and Technology, Wuhan, Hubei, China; Department of Business Administration, Cairo University, Giza, Giza, Egypt","Adel, Ahmed M., Department of Business Administration, Huazhong University of Science and Technology, Wuhan, Hubei, China, Department of Business Administration, Cairo University, Giza, Giza, Egypt; Dai, Xin, Department of Business Administration, Huazhong University of Science and Technology, Wuhan, Hubei, China; Roshdy, Rana S., Department of Business Administration, Huazhong University of Science and Technology, Wuhan, Hubei, China, Department of Business Administration, Cairo University, Giza, Giza, Egypt","Purpose: This study extends the theory of planned behavior (TPB) through the inclusion of motivating variables for suboptimal produce preference (i.e. environmental concern, food waste awareness, and familiarity), and demotivating variables (i.e. health consciousness and risk perception) to investigate behavioral intentions toward suboptimal produce. Design/methodology/approach: A quantitative research methodology using the online survey technique is employed to collect cross-cultural data from respondents from China (n = 430) and Egypt (n = 441). Structural equation modeling (SEM) via SmartPLS v.3.2.9 is used to analyze data. Findings: The proposed extended TPB model could enhance predicting consumers' behavioral intentions toward suboptimal produce except for “environmental concern” since it has been found that environmental concern has a nonsignificant effect on consumers' attitudes and behavioral intentions toward suboptimal produce in both countries. The results also reveal that the proposed extended TPB constructs could predict 79.9% of intentions to purchase suboptimal produce and 65.3% of the variance in intentions to recommend such produce for others. Originality/value: This study is one of the few attempts that investigates the suboptimal food consumption based on a theoretical lens by extending the TPB model. Previous studies on suboptimal food do not pay attention to the demotivating variables such as health consciousness and risk perception, and thus, this thesis represents the first effort that sheds light on such variables. Moreover, prior investigation on such issues in Egypt and China as a cross-cultural research has not existed. © 2021, Emerald Publishing Limited.",China; Egypt; Food waste behavior; Pro-environmental behavior; Sustainability; Theory of planned behavior,adult; article; awareness; China; consciousness; consumer; Egypt; food intake; food waste; human; human experiment; major clinical study; quantitative analysis; risk perception; structural equation modeling; theoretical study; Theory of Planned Behavior,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108281236&doi=10.1108%2FBFJ-03-2021-0211&partnerID=40&md5=b3141b04b873fefe4a4d51b747b4b7c2,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-105022628834,10.51745/najfnr.9.20.193-218,Understanding Bread Consumption and Waste Patterns in Algeria and Tunisia: Insights into Consumer Practices and Challenges,2025,North African Journal of Food and Nutrition Research,"Bouledroua, D.; Debbabi, H.; Khaled, M.B.; Ben Ismaïl, H.B.; Jribi, S.; Doggui, D.; Terras, D.S.","UR17AGR01, University of Carthage, Institut National Agronomique de Tunisie, Tunis, Tunis, Tunisia; Department of Biology, Université Djillali Liabes de Sidi Bel Abbes, Sidi Bel Abbes, Sidi Bel Abbes Province, Algeria; Université de Tunis El Manar, Faculté des Sciences de Tunis, Tunis, Tunis, Tunisia; National Institute for Consumption (INC), Tunis, Tunisia; Laboratory of cereal technology (LR20INRAT02), University of Carthage, Institut National de la Recherche Agronomique de Tunisie, Tunis, Tunis, Tunisia","Bouledroua, Djihane, UR17AGR01, University of Carthage, Institut National Agronomique de Tunisie, Tunis, Tunis, Tunisia; Debbabi, Hajer, UR17AGR01, University of Carthage, Institut National Agronomique de Tunisie, Tunis, Tunis, Tunisia; Khaled, Boumediene Meghit, Department of Biology, Université Djillali Liabes de Sidi Bel Abbes, Sidi Bel Abbes, Sidi Bel Abbes Province, Algeria; Ben Ismaïl, Hanen, UR17AGR01, University of Carthage, Institut National Agronomique de Tunisie, Tunis, Tunis, Tunisia, Université de Tunis El Manar, Faculté des Sciences de Tunis, Tunis, Tunis, Tunisia; Jribi, Sarra, UR17AGR01, University of Carthage, Institut National Agronomique de Tunisie, Tunis, Tunis, Tunisia; Doggui, Darine, National Institute for Consumption (INC), Tunis, Tunisia; Terras, Dorra Sfayhi, Laboratory of cereal technology (LR20INRAT02), University of Carthage, Institut National de la Recherche Agronomique de Tunisie, Tunis, Tunis, Tunisia","Background: Bread consumption and the corresponding issue of food waste represent critical aspects of food security in the North African region, where bread remains a fundamental dietary staple. Aims: This study was designed to systematically examine bread purchasing habits, consumption patterns, and associated wastage behaviors among populations in Algeria and Tunisia, with the ultimate objective of identifying key determinants and potential areas for targeted intervention strategies. Methods: A cross-sectional study was conducted employing an online survey administered between September and December 2023. The study population comprised 636 respondents: 316 Algerian participants (62.8% female, 64.9% aged 25–60 years, 76% with university education) and 320 Tunisian participants (76.3% female, 76.2% aged 25–60 years, 90% with university education). Results: Survey results indicated that municipal bakeries were the predominant source of bread for Algerian respondents (40.3%), while Tunisian respondents primarily favored modern bakeries (54.5%). Bread purchasing frequency was higher in Tunisia, with 51.3% purchasing bread daily, compared to 33.8% in Algeria. Both cohorts predominantly purchased 5–6 loaves per day, a quantity significantly influenced by household size and demographic characteristics (p < 0.05). Moreover, cleanliness and hygiene emerged as the most critical purchasing criteria for both Algerian (86.4%) and Tunisian (84%) respondents. Other significant priorities included taste and flavor, valued by 77.3% of Algerians and 75% of Tunisians, and bread freshness, prioritized particularly among Algerians (59.7%). Tunisian consumers, however, prioritized raw material quality (62.2%) over factors such as proximity and product diversity. Consumption patterns revealed a significant reliance on French-style baguettes (67.5% in Algeria, 60.3% in Tunisia) and highlighted cultural differences in meal consumption. Lunch was the primary occasion for bread consumption in both Algeria (62%) and in Tunisia (57.1%). Interestingly, bread wastage, while limited, was attributed to sensory deficiencies, including staleness, suboptimal taste, and poor texture. Inaccurate quantity estimation and subsidized bread prices were identified as leading causes of waste in both countries. Despite the majority of respondents reporting the storage of leftover bread, occasional discarding remained prevalent, with 6.5% of Algerian respondents and 5.8% of Tunisian respondents consistently discarding stored bread. Significant associations were identified between demographic factors and bread wastage behaviors in both countries (p < 0.05). Conclusions: This study underscores the importance of enhancing bread quality, augmenting consumer awareness regarding optimal purchasing and storage practices, and aligning subsidy mechanisms with sustainable consumption practices to effectively reduce bread waste, thus contributing to national food security objectives. © 2025 The Author(s).",Bread; Consumer Behavior; Food Waste Reduction; Purchasing Pattern; Sustainable Development Goal SDG-12.3,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022628834&doi=10.51745%2Fnajfnr.9.20.193-218&partnerID=40&md5=3f27b591ea6705e44b44810805d32dd7,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85147114274,10.1016/j.foodqual.2023.104809,What are the ‘shape friendly’ locations to sell misshapen tomatoes? The effect of point of purchase on consumers’ abnormality perception and probability to buy,2023,Food Quality and Preference,"Vermeir, I.; Petrescu, D.C.; Petrescu-Mag, R.M.","Department of Marketing, Universiteit Gent, Ghent, VOV, Belgium; Department of Hospitality Services, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania; Department of Environmental Sciences, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania","Vermeir, Iris, Department of Marketing, Universiteit Gent, Ghent, VOV, Belgium; Petrescu, Dacinia Crina, Department of Marketing, Universiteit Gent, Ghent, VOV, Belgium, Department of Hospitality Services, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania; Petrescu-Mag, Ruxandra Malina, Department of Environmental Sciences, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania","The present study endorses the point of purchase (POP) as a ‘decision point’ for the distribution of misshapen fruits and vegetables (FVs) and a contributor to reducing food waste. We have explored the influence of POP type on consumer perceptions of tomato shape abnormality and its purchase probability, and the moderating role of the actual tomato shape abnormality level. Two online surveys questioned a total of 1021 Romanian and British consumers. The results show that consumers perceive misshapen tomatoes as ‘least misshapen’ and ‘most likely to be bought’ in fresh markets (Romania) or the organic stand of the supermarkets (UK). This study provides managerial recommendations on the selection of point of sale for misshapen fresh FVs with the aim of addressing the problem of food waste. © 2023 The Authors",Food waste; Fresh market; Misshapen fruits and vegetables (FVs); Point of purchase (POP); Retailer; Supermarket,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147114274&doi=10.1016%2Fj.foodqual.2023.104809&partnerID=40&md5=c857c5fd773449a89c6144eb599fcdbc,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85029469246,10.1093/aepp/ppx028,"Labeling food processes: The good, the bad and the ugly",2017,Applied Economic Perspectives and Policy,"Messer, K.D.; Costanigro, M.; Kaiser, H.M.","Department of Applied Economics and Statistics, University of Delaware, Newark, DE, United States; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, United States; Department of Applied Economics and Management, Cornell University, Ithaca, NY, United States","Messer, Kent Donald, Department of Applied Economics and Statistics, University of Delaware, Newark, DE, United States; Costanigro, Marco, Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, United States; Kaiser, Harry M., Department of Applied Economics and Management, Cornell University, Ithaca, NY, United States","Consumers are increasingly exposed to labels communicating specific processing aspects of food production, and recent state and federal legislation in the United States has called for making some of these labels mandatory. This article reviews the literature in this area and identifies the positive and negative aspects of labeling food processes. The good parts are that, under appropriate third-party or governmental oversight, process labels can effectively bridge the informational gap between producers and consumers, satisfy consumer demand for broader and more stringent quality assurance criteria, and ultimately create value for both consumers and producers. Despite the appeal of the ""Consumer Right to Know"" slogan, process labeling also can have serious unintentional consequences. The bad parts are that consumers can misinterpret these labels and thus misalign their personal preferences and their actual food purchases. The ugly parts are that these labels can stigmatize food produced with conventional processes even when there is no scientific evidence that they cause harm, or even that it is compositionally any different. Based on this review of the literature, we provide three policy recommendations: (i) mandatory labeling of food processes should occur only in situations in which the product has been scientifically demonstrated to harm human health; (ii) governments should not impose bans on process labels because this approach goes against the general desire of consumers to know about and have control over the food they are eating, and it can undermine consumer trust of the agricultural sector; and (iii) a prudent policy approach is to encourage voluntary process labeling, perhaps using smart phone technology similar to that proposed in 2016 federal legislation related to foods containing ingredients that were genetically engineered. © The Author 2017. Published by Oxford University Press on behalf of the Agricultural and Applied Economics Association. All rights reserved.",Consumer behavior; GMO labeling; Policy recommendations; Process labeling,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029469246&doi=10.1093%2Faepp%2Fppx028&partnerID=40&md5=bac25fec4d7e32604e4d0702e36ab80b,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-105001652230,10.1038/s41598-025-92352-7,Unveiling the dual impacts of the aesthetic deficiency of foods on consumers’ purchase intentions,2025,Scientific Reports,"Feng, Y.; Zhao, L.; Xia, Y.; Dai, L.","School of Industrial Design, Pukyong National University, Busan, South Korea; School of Design, Ning-boTech University, Ningbo, China","Feng, Yunxi, School of Industrial Design, Pukyong National University, Busan, South Korea; Zhao, Li, School of Industrial Design, Pukyong National University, Busan, South Korea; Xia, Yanqing, School of Design, Ning-boTech University, Ningbo, China; Dai, Liang, School of Industrial Design, Pukyong National University, Busan, South Korea","The bias of “beauty is good” is prevalent in the consumption field. Products with attractive appearances can enhance consumers’ favor towards the product, gaining a “beauty premium,” while products with aesthetic deficiencies are subjected to a “ugly penalty.” However, in some cases, aesthetically deficient “ugly” products may also have unique advantages. Therefore, actively exploring the double-edged effect of aesthetically deficient food on consumer purchase inclination holds significant practical importance. Based on 374 questionnaire data, this study employs Mplus8.0 for data analysis and finds that: (1) there is a negative correlation between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination; (2) perceived risk mediates the relationship between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination; (3) consumers’ perceived coolness mediates the relationship between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination; (4) Rebelliousness moderates the relationship between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination. These conclusions not only enrich product design theory and marketing theory but also offer valuable references for enterprises to formulate marketing strategies and stimulate consumers’ purchasing intentions. © The Author(s) 2025.",Aesthetic deficiency; Perceived coolness; Perceived risk; Purchase inclination; Rebelliousness,adult; article; consumer; esthetics; female; food; human; male; marketing; middle aged; product design; purchasing; questionnaire; adolescent; behavior; consumer attitude; food preference; psychology; young adult; Adolescent; Adult; Consumer Behavior; Esthetics; Female; Food; Food Preferences; Humans; Intention; Male; Middle Aged; Surveys and Questionnaires; Young Adult,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001652230&doi=10.1038%2Fs41598-025-92352-7&partnerID=40&md5=85ab11bdfeef73bac00c1c3338cc89d8,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
