eid,doi,title,year,journal,authors,affiliations,authors_with_affiliations,abstract,author_keywords,index_keywords,doc_type,publication_stage,open_access,link,__source_file,label,note
2-s2.0-105009323803,10.1108/BFJ-12-2024-1264,“Don’t judge a book by its cover”: enhancing perceived quality and purchase intention of ugly food via retailers’ strategies,2025,British Food Journal,"Hoang, T.-H.; Le, Q.-H.; Le, M.U.; Ngo Vu Quynh, N.; Phan Nguyen, P.-L.","School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; International School of Business, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam","Hoang, Thu Hang, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Le, Quynh Hoa, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Le, My Uyen, International School of Business, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Ngo Vu Quynh, Nhu, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Phan Nguyen, Phuong Linh, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam","Purpose Retailers play a crucial role in addressing food waste by promoting consumer acceptance of “ugly” or imperfect produce. This study investigates the impact of marketing communication tactics on ugly food consumption and explores the moderating effect of consumers’ price consciousness, offering insights into how these strategies can contribute to reducing food waste. Design/methodology/approach Guided by the S-O-R framework, empirical data from 509 customers on ugly food were analyzed using partial least squares structural equation modeling (PLS-SEM). Findings The results show that three marketing tactics – anthropomorphism, traceability information and product sampling – significantly improve various dimensions of perceived quality of ugly food, leading to greater purchase intentions. Furthermore, the study reveals that price consciousness moderates the relationship between perceived quality and purchase intention, thereby influencing the effectiveness of these marketing efforts. Originality/value With global food waste reaching alarming levels, this study sheds light on how retailers can leverage marketing strategies to change consumer perceptions of imperfect produce. By encouraging the adoption of ugly food, these strategies can directly support food waste reduction efforts and promote sustainable consumption practices. © 2025 Emerald Publishing Limited",Anthropomorphism; Perceived quality; Product sampling; Purchase intention; Traceability information; Ugly food,article; book; consciousness; consumer; controlled study; food; food intake; food waste; human; marketing; partial least squares regression; pharmaceutics; price; structural equation modeling,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009323803&doi=10.1108%2FBFJ-12-2024-1264&partnerID=40&md5=d24a5cda8e671d0dd087621958c9603c,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-0035164688,10.1016/S0169-5150(01)00093-7,The economic cost of the CAP revisited,2001,Agricultural Economics,"Philippidis, G.; Hubbard, L.J.","Department of Agricultural Economics and Food Marketing, Newcastle University, Newcastle, Tyne and Wear, United Kingdom","Philippidis, George, Department of Agricultural Economics and Food Marketing, Newcastle University, Newcastle, Tyne and Wear, United Kingdom; Hubbard, Lionel J., Department of Agricultural Economics and Food Marketing, Newcastle University, Newcastle, Tyne and Wear, United Kingdom","This paper reports estimates of the domestic economic cost of the common agricultural policy (CAP) from computable general equilibrium simulations which incorporate imperfect competition in the non-primary sectors, as well as explicit modelling of agricultural protection. Imperfect competition is characterised to include hierarchical preferences, addressing the notion of varietal diversity as an important decision variable in consumer behaviour. Results indicate that repeal of the CAP would reduce varietal diversity in food processing in the EU, causing utility losses. However, these would be countered by positive varietal effects in other sectors and by strong allocative effects. The net cost of the CAP to the EU is estimated at 0.2% of gross domestic product (GDP). For an individual member state the cost can be considerably larger, as with the UK where the estimate is above 0.5% of GDP. © 2001 Elsevier Science B.V. All rights reserved.",CAP; CGE; GTAP; Imperfect competition; Varietal effects,Common Agricultural Policy; computable general equilibrium analysis; cost; European Union; Europe,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035164688&doi=10.1016%2FS0169-5150%2801%2900093-7&partnerID=40&md5=144ee762e652fd20530d6daefcf7db8c,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85071963535,10.3390/su11174626,"Sustainable fruit consumption: The influence of color, shape and damage on consumer sensory perception and liking of different apples",2019,Sustainability (Switzerland),"Normann, A.; Röding, M.; Wendin, K.","Agrifood and Bioscience, RISE Research Institutes of Sweden AB, Gothenburg, Vastra Gotaland, Sweden; Department of Food and Meal Science, Högskolan Kristianstad, Kristianstad, Skane, Sweden; Department of Food Science, Københavns Universitet, Copenhagen, Hovedstaden, Denmark","Normann, Anne, Agrifood and Bioscience, RISE Research Institutes of Sweden AB, Gothenburg, Vastra Gotaland, Sweden; Röding, Magnus, Agrifood and Bioscience, RISE Research Institutes of Sweden AB, Gothenburg, Vastra Gotaland, Sweden; Wendin, Karin Me, Department of Food and Meal Science, Högskolan Kristianstad, Kristianstad, Skane, Sweden, Department of Food Science, Københavns Universitet, Copenhagen, Hovedstaden, Denmark","Sustainable food production and consumption are currently key issues. About one third of food produced for human consumption is wasted. In developed countries, consumers are responsible for the largest amount of food waste throughout the supply chain. The unwillingness to purchase and consume suboptimal food products is an important cause of food waste, however, the reasons behind this are still insufficiently studied. Our research addresses the question of how combinations of color, shape and damage of apples influence consumer liking and perceived sensory attributes. In a laboratory study based on factorial design of visual appearance (color, shape and damage varied from optimal to suboptimal) a total of 130 consumers evaluated sensory perception of flavor and texture attributes in apple samples. Liking was also evaluated. The results showed a significant difference in liking between an optimal apple and all apple categories with at least two out of three suboptimal properties. Further, it was a clear trend that the optimal apple was perceived as sweeter, crispier, less bitter, and less earthy than all the other apples by the participating consumers, however, the results were not statistically significant. A suboptimal appearance, therefore, had a negative effect on both perception and liking. © 2019 by the authors.",Appearance; Apples; Consumer; Perception; Suboptimality,deciduous tree; food production; food waste; fruit; perception; Malus x domestica,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071963535&doi=10.3390%2Fsu11174626&partnerID=40&md5=48e398a3695570ffc9dd02bed8b152d3,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-105001295789,10.1007/s12351-025-00914-4,Distribution channel strategies of suboptimal food supply chain under demand uncertainty,2025,Operational Research,"Wei, J.; Ying, Z.; Wen, C.","School of Management, Hangzhou Dianzi University, Hangzhou, Zhejiang, China","Wei, Jie, School of Management, Hangzhou Dianzi University, Hangzhou, Zhejiang, China; Ying, Zhongjin, School of Management, Hangzhou Dianzi University, Hangzhou, Zhejiang, China; Wen, Chunhai, School of Management, Hangzhou Dianzi University, Hangzhou, Zhejiang, China","The commercialization of edible suboptimal foods thrown away seems a promising lever for tackling food shortage and waste. This paper constructs a Stackelberg game model to analyze the optimal distribution channel decisions of the suboptimal food supply chain consisting of a manufacturer and a retailer under the wholesale and consignment mode, respectively. Moreover, this paper performs the sensitivity analysis of key parameters including suboptimal food demand potential, marketing service cost coefficient and retail price. The results show that the optimal distribution channel strategies of the manufacturer and retailer are obtained for those who are profit-driven under different conditions. The suboptimal food demand potential, the preference of consumers to the suboptimal food, marketing service cost coefficient, retail price and price discount are key factors. Interestingly, the Pareto improvement for the whole suboptimal food supply chain can be reached under consignment mode, which means that the manufacturer and retailer not only achieve higher expected profits but also reduce food waste. This study provides important support for increasing firms’ profits in the suboptimal food supply chain and promoting sustainable development from a game theoretic approach. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2025.",Demand uncertainty; Distribution channel; Food waste; Game theory; Suboptimal food,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001295789&doi=10.1007%2Fs12351-025-00914-4&partnerID=40&md5=b8b527decd4ba88d0313d212f8c458c0,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,1,
2-s2.0-85159944144,10.1111/oik.09898,How sharp is the knife? Herbivore and carnivore sensitivity to resource stoichiometric quality,2023,Oikos,"Meunier, C.L.; Boersma, M.; Declerck, S.A.J.; Laspoumaderes, C.","Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Bremerhaven, Bremen, Germany; Universität Bremen, Bremen, Bremen, Germany; Department of Aquatic Ecology, Netherlands Institute of Ecology (NIOO) - KNAW, Wageningen, Netherlands; Evolution and Conservation, KU Leuven, Leuven, Vlaams-Brabant, Belgium; Department of Ecology, Instituto de Investigaciones en Biodiversidad y Medioambiente, Bariloche, Bariloche, Argentina","Meunier, Cédric Léo, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Bremerhaven, Bremen, Germany; Boersma, Maarten, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Bremerhaven, Bremen, Germany, Universität Bremen, Bremen, Bremen, Germany; Declerck, Steven A.J., Department of Aquatic Ecology, Netherlands Institute of Ecology (NIOO) - KNAW, Wageningen, Netherlands, Evolution and Conservation, KU Leuven, Leuven, Vlaams-Brabant, Belgium; Laspoumaderes, Cecilia, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Bremerhaven, Bremen, Germany, Department of Ecology, Instituto de Investigaciones en Biodiversidad y Medioambiente, Bariloche, Bariloche, Argentina","While understanding feeding preferences of herbivores and carnivores is of major importance in ecology, we still know very little on the sensitivity of different functional groups to suboptimal stoichiometric resource quality. Here, we apply concepts of ecological stoichiometry to shed light on differences in the nutritional requirements of herbivores and carnivores, and to make predictions on the influence of suboptimal resource stoichiometric quality on the fitness of these different consumers to. Herbivores generally experience more variation in the quality of their resource than carnivores do, and these differences have likely shaped the extent to which coping mechanisms have evolved. Consequently, we expect 1) herbivores to maintain their stoichiometric homeostasis over a broader range of resource stoichiometry than carnivores, 2) the threshold elemental ratio (TER), i.e. the dietary carbon to nutrient ratio which maximizes fitness, of herbivores to be higher than that of carnivores, 3) a narrower and sharper knife-edge response in carnivores than herbivores and 4) asymmetric knife-edge responses indicating a higher sensitivity to the diet quality that consumers are not used to dealing with, namely nutrient limitation in carnivores and nutrient excess in herbivores. Our study poses that documenting the ranges of resource quality where consumer fitness declines in diverse organisms is a very promising avenue to increase our understanding of community composition and food web functioning. © 2023 The Authors. Oikos published by John Wiley & Sons Ltd on behalf of Nordic Society Oikos.",ecological stoichiometry; food web; knife-edge hypothesis; stoichiometric homeostasis; threshold elemental ratio; trophic mode,carnivore; community composition; diet; feeding behavior; fitness; food web; herbivore; homeostasis; nutrient limitation; stoichiometry,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159944144&doi=10.1111%2Foik.09898&partnerID=40&md5=6b24c70e241e1562a491f3d2899c1f7b,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-84926418487,10.1016/j.elerap.2014.11.005,On the efficacy of imperfect public-monitoring of seller reputation in e-commerce,2015,Electronic Commerce Research and Applications,"Bertarelli, S.","University of Ferrara, Ferrara, FE, Italy","Bertarelli, Silvia, University of Ferrara, Ferrara, FE, Italy","Abstract Reputation is crucial in promoting exchanges in online markets, since it may overcome information inefficiency through successful signals of sellers' quality to less informed customers. To explore this issue, I study web sellers' reliability in business-to-consumer online transactions with reference to reputation games. Customers can gather information in online marketplaces like e-Bay through public feedback systems. In contrast, without a centralized reputation system, it is not clear how potential buyers form their beliefs. For the latter case, I provide empirical evidence on perceived reliability and its determinants for some virtual shops operating worldwide in the clothing retail sector. © 2014 Elsevier B.V. All rights reserved.",E-commerce; Empirical research; Game theory; Modeling research; Monitoring technologies; Online selling; Probit model; Reputation games,Game theory; Online systems; Sales; Empirical research; Monitoring technologies; On-line Selling; Probit models; Reputation games; Electronic commerce,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926418487&doi=10.1016%2Fj.elerap.2014.11.005&partnerID=40&md5=49135e60ac4abea2b4e90a39bb0bd0e2,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-105002319865,10.1108/K-07-2023-1309,User profiling for Chinese super-new generation wine consumers based on improved density peak clustering algorithm,2025,Kybernetes,"Feng, Y.; Mu, W.; Li, Y.; Liu, T.; Feng, J.","China Agricultural University, Beijing, China; Key Laboratory of Viticulture and Enology, Ministry of Agriculture of the People's Republic of China, Beijing, Beijing, China; China Agricultural University, Beijing, China","Feng, Yumeng, China Agricultural University, Beijing, China; Mu, Weisong, China Agricultural University, Beijing, China, Key Laboratory of Viticulture and Enology, Ministry of Agriculture of the People's Republic of China, Beijing, Beijing, China; Li, Yue, China Agricultural University, Beijing, China; Liu, Tianqi, China Agricultural University, Beijing, China; Feng, Jianying, China Agricultural University, Beijing, China","Purpose: For a better understanding of the preferences and differences of young consumers in emerging wine markets, this study aims to propose a clustering method to segment the super-new generation wine consumers based on their sensitivity to wine brand, origin and price and then conduct user profiles for segmented consumer groups from the perspectives of demographic attributes, eating habits and wine sensory attribute preferences. Design/methodology/approach: We first proposed a consumer clustering perspective based on their sensitivity to wine brand, origin and price and then conducted an adaptive density peak and label propagation layer-by-layer (ADPLP) clustering algorithm to segment consumers, which improved the issues of wrong centers' selection and inaccurate classification of remaining sample points for traditional DPC (DPeak clustering algorithm). Then, we built a consumer profile system from the perspectives of demographic attributes, eating habits and wine sensory attribute preferences for segmented consumer groups. Findings: In this study, 10 typical public datasets and 6 basic test algorithms are used to evaluate the proposed method, and the results showed that the ADPLP algorithm was optimal or suboptimal on 10 datasets with accuracy above 0.78. The average improvement in accuracy over the base DPC algorithm is 0.184. As an outcome of the wine consumer profiles, sensitive consumers prefer wines with medium prices of 100–400 CNY and more personalized brands and origins, while casual consumers are fond of popular brands, popular origins and low prices within 50 CNY. The wine sensory attributes preferred by super-new generation consumers are red, semi-dry, semi-sweet, still, fresh tasting, fruity, floral and low acid. Practical implications: Young Chinese consumers are the main driver of wine consumption in the future. This paper provides a tool for decision-makers and marketers to identify the preferences of young consumers quickly which is meaningful and helpful for wine marketing. Originality/value: In this study, the ADPLP algorithm was introduced for the first time. Subsequently, the user profile label system was constructed for segmented consumers to highlight their characteristics and demand partiality from three aspects: demographic characteristics, consumers' eating habits and consumers' preferences for wine attributes. Moreover, the ADPLP algorithm can be considered for user profiles on other alcoholic products. © 2024, Emerald Publishing Limited.",Adaptive density peak; Clustering; User labels; User profile; Wine consumer,Clustering algorithms; Commerce; Costs; Decision making; Marketing; Population statistics; User profile; Adaptive density peak; Clustering methods; Clusterings; Eating habits; Sensory attributes; User labels; User's profiles; User's profiling; Wine consumer; Young consumers; Wine,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002319865&doi=10.1108%2FK-07-2023-1309&partnerID=40&md5=d1bba65ade8806de01fd2bc0d42f790f,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85144151856,10.1371/journal.pone.0279165,The Economics of a "portion size reduction" policy,2022,PLoS ONE,"Hosni, H.; Giannakas, K.","Department of Agricultural Economics, University of Nebraska–Lincoln, Lincoln, NE, United States","Hosni, Hanin, Department of Agricultural Economics, University of Nebraska–Lincoln, Lincoln, NE, United States; Giannakas, Konstantinos, Department of Agricultural Economics, University of Nebraska–Lincoln, Lincoln, NE, United States","This study develops novel models of heterogeneous consumer preferences for different dining options and imperfect competition among food suppliers to analyze the market and welfare effects of portion size reduction (PSR) for food away from home. Different scenarios on the nature of differentiation of the dining options, the information available to consumers, and their response to links between portion size and obesity, food waste, and climate change are considered within this framework. The market and welfare effects of the policy are quantified using a simulation analysis. The analysis shows that the market and welfare effects of the policy are case-specific and dependent on the relative magnitude of the cost and utility effects of PSR, the strength of the consumer preference for dining out, and the food suppliers' initial costs and degree of market power in the relevant markets. The policy can create winners and losers among consumers and accounting for consumer heterogeneity, as done in this study, is essential for capturing the asymmetric welfare effects of PSR. Intriguingly, consumers and suppliers can benefit from PSR even without accounting for any health or/and environmental benefits of reduced portion sizes. © 2022 Hosni, Giannakas. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,Article; catering service; climate change; consumer; controlled study; cost utility analysis; economics; food waste; health care policy; incidence; market; obesity; portion size; process model; social welfare; consumer attitude; food; policy; waste disposal; Consumer Behavior; Food; Policy; Portion Size; Refuse Disposal,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144151856&doi=10.1371%2Fjournal.pone.0279165&partnerID=40&md5=56f2673596a8dbfe3439558a6d5fede7,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-84885743596,10.1016/j.jdeveco.2013.08.006,Growing their own: Unobservable quality and the value of self-provisioning,2014,Journal of Development Economics,"Hoffmann, V.; Gatobu, K.M.","Department of Agricultural and Resource Economics, University of Maryland, College Park, College Park, MD, United States; not available, Meru, Kenya","Hoffmann, Vivian, Department of Agricultural and Resource Economics, University of Maryland, College Park, College Park, MD, United States; Gatobu, Ken Mwithirwa, not available, Meru, Kenya","Many important food quality and safety attributes are unobservable at the point of sale, particularly in informal markets with weak reputation effects. Through a framed field experiment conducted in western Kenya, we show that farmers place a large premium on maize they have grown themselves, relative to that available for purchase. Providing information on the origin of maize, and on its taste and safety, reduces this gap. We conclude that information which is unavailable during typical market transactions is important to how consumers value maize, and that imperfect information may contribute to the prevalence of agricultural production for subsistence needs in developing countries.© 2013 Elsevier B.V.",Agriculture; Field experiment; Information; Non-separability,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885743596&doi=10.1016%2Fj.jdeveco.2013.08.006&partnerID=40&md5=e29ccc4303d7cf8c76c3ba6eec57b790,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85018263762,10.1016/j.appet.2017.04.036,Back-of-pack information in substitutive food choices: A process-tracking study in participants intending to eat healthy,2017,Appetite,"van Buul, V.J.; Bolman, C.A.W.; Brouns, F.J.P.H.; Lechner, L.","Faculty of Psychology and Educational Sciences, Open Universiteit, Heerlen, Limburg, Netherlands; Department of Research and Development, Gruma Netherlands B.V., Netherlands; Department of Human Biology, Faculty of Health, Medicine and Life Sciences, Maastricht, Limburg, Netherlands","van Buul, Vincent J., Faculty of Psychology and Educational Sciences, Open Universiteit, Heerlen, Limburg, Netherlands, Department of Research and Development, Gruma Netherlands B.V., Netherlands; Bolman, Catherine A.W., Faculty of Psychology and Educational Sciences, Open Universiteit, Heerlen, Limburg, Netherlands; Brouns, Fred J.P.H., Department of Human Biology, Faculty of Health, Medicine and Life Sciences, Maastricht, Limburg, Netherlands; Lechner, Lilian, Faculty of Psychology and Educational Sciences, Open Universiteit, Heerlen, Limburg, Netherlands","People are increasingly aware of the positive effects of a healthy diet. Concurrently, daily food consumption decisions – choices about both the quality and quantity of food that is ingested – are steered more by what consumers consider healthy. Despite the increased aim to eat healthier, however, consumers often do not read or incorrectly interpret on-pack nutrition information, resulting in suboptimal food choices in terms of health. This study aims to unravel the determinants of such inadvertent food choices from these consumers. In an online process-tracking study, we measured the actual usage of available back-of-pack nutrition information during substitutive food choices made by 240 participants who had the intention to eat healthy. Using mouse-tracking software in a computerized task in which participants had to make dichotomous food choices (e.g., coconut oil or olive oil for baking), we measured the frequency and time of nutritional information considered. Combined with demographic and psychosocial data, including information on the level of intention, action planning, self-efficacy, and nutrition literacy, we were able to model the determinants of inadvertent unhealthy substitutive food choices in a sequential multiple regression (R2 = 0.40). In these consumers who intended to eat healthy, the quantity of obtained nutrition information significantly contributed as an associative factor of the percentage of healthy food choices made. Moreover, the level of correct answers in a nutrition literacy test, as well as taste preferences, significantly predicted the percentage of healthier choices. We discuss that common psychosocial determinants of healthy behavior, such as intention, action planning, and self-efficacy, need to be augmented with a person's actual reading and understanding of nutrition information to better explain the variance in healthy food choice behavior. © 2017 Elsevier Ltd",BOP nutrition information; Food choice; Health action process approach; MouselabWeb; Nutrition literacy; Process tracking,"coconut oil; olive oil; adolescent; adult; aged; Article; consumer health information; coping behavior; female; food intake; food packaging; food preference; health behavior; health literacy; health promotion; healthy diet; human; information processing; major clinical study; male; nutrient content; pilot study; planning; public health; self concept; taste preference; behavior; decision making; middle aged; nutritional value; psychology; taste; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Choice Behavior; Female; Food Labeling; Food Preferences; Health Behavior; Healthy Diet; Humans; Intention; Male; Middle Aged; Nutritive Value; Pilot Projects; Taste; Young Adult",Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018263762&doi=10.1016%2Fj.appet.2017.04.036&partnerID=40&md5=86c55e480bc35b058fc7d47cc5d5b9c6,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-84977579389,10.1016/j.joep.2016.02.001,"Manufacturer suggested retail prices, loss aversion and competition",2016,Journal of Economic Psychology,"Fabrizi, S.; Lippert, S.; Puppe, C.; Rosenkranz, S.","School of Economics and Finance (Albany), Massey University Auckland, Auckland, AUK, New Zealand; ATE Research Network, New Zealand; Centre for Mathematical Social Science (CMSS, New Zealand; Department of Economics, University of Auckland, Auckland, AUK, New Zealand; Department of Economics, Karlsruher Institut für Technologie, Karlsruhe, Baden-Wurttemberg, Germany; Utrecht University School of Economics, Utrecht, Netherlands","Fabrizi, Simona, School of Economics and Finance (Albany), Massey University Auckland, Auckland, AUK, New Zealand, ATE Research Network, New Zealand, Centre for Mathematical Social Science (CMSS, New Zealand; Lippert, Steffen, ATE Research Network, New Zealand, Department of Economics, University of Auckland, Auckland, AUK, New Zealand; Puppe, Clemens D., ATE Research Network, New Zealand, Department of Economics, Karlsruher Institut für Technologie, Karlsruhe, Baden-Wurttemberg, Germany; Rosenkranz, Stephanie, Utrecht University School of Economics, Utrecht, Netherlands","We study a model of vertical relations with imperfect retail competition in which a fraction of the consumers display reference-dependent demand with respect to the manufacturer's suggested retail price. We demonstrate that in equilibrium the suggestion will either be undercut or complied with by the retailers, but never surpassed: undercutting occurs if competition is fierce, the impact from consumers affected by reference-dependent preferences is significant, and high price suggestions are credible; compliance occurs otherwise. We provide comparisons, and discuss implications, for consumer surplus for the scenarios with suggested retail prices, without vertical restraints and with resale price maintenance. © 2016 Elsevier B.V.",Loss aversion; Reference-dependent preferences; Resale price maintenance; Suggested retail prices; Vertical restraints,,Article,Final,All Open Access; Bronze Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977579389&doi=10.1016%2Fj.joep.2016.02.001&partnerID=40&md5=e9f40d9406983b975dd2466a63154356,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-34548480218,10.1136/adc.2006.114975,Parental food allergy information needs: A qualitative study,2007,Archives of Disease in Childhood,"Hu, W.; Grbich, C.; Kemp, A.","Department of Allergy, Immunology and Infectious Diseases, The Children's Hospital at Westmead, Sydney, NSW, Australia; Department of Allergy, Immunology and Infectious Diseases, The Children's Hospital at Westmead, Sydney, NSW, Australia; Discipline of Paediatrics and Child Health, The University of Sydney, Sydney, NSW, Australia; School of Medicine, College of Medicine and Public Health, Adelaide, SA, Australia","Hu, Wendy Chung Ya, Department of Allergy, Immunology and Infectious Diseases, The Children's Hospital at Westmead, Sydney, NSW, Australia, Discipline of Paediatrics and Child Health, The University of Sydney, Sydney, NSW, Australia; Grbich, Carolyn F., School of Medicine, College of Medicine and Public Health, Adelaide, SA, Australia; Kemp, Andrew Stewart, Department of Allergy, Immunology and Infectious Diseases, The Children's Hospital at Westmead, Sydney, NSW, Australia","Objective: To examine information needs and preferences of parents regarding food allergy. Design: Qualitative study including in-depth semi-structured interviews and focus group discussions. Data were audio-recorded, transcribed verbatim and analysed using the constant comparative method, aided by participant checking of interview summaries, independent reviewers and qualitative analysis software. Participants: 84 parents of children with food allergy. Setting: Three paediatric allergy clinics and a national consumer organisation. Results: Most parent participants had received third level education (72%) and 39% had occupational backgrounds in health and education. Parents experienced different phases in their need for information: at diagnosis when there is an intense desire for information, at follow-up when there is continuing uncertainty about allergy severity and appropriate management, and at new events and milestones. They preferred information to be provided in a variety of formats, with access to reliable individualised advice between clinic appointments, within the context of an ongoing relationship with a health professional. Parents wished to know the reasoning behind doctor's opinions and identified areas of core information content, including unaddressed topics such as what to feed their child rather than what to avoid. Suboptimal information provision was cited by parents as a key reason for seeking second opinions. Conclusion: Parents with children with food allergies have unmet information needs. Study findings may assist in the design and implementation of targeted educational strategies which better meet parental needs and preferences.",,adolescent; adult; article; child; controlled study; disease severity; female; food allergy; health care personnel; human; infant; male; medical information; parental attitude; priority journal; qualitative research; Adult; Child; Female; Focus Groups; Food Hypersensitivity; Food Labeling; Health Education; Health Services Needs and Demand; Humans; Male; Middle Aged; Needs Assessment; Parents; Personal Satisfaction; Professional-Family Relations,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548480218&doi=10.1136%2Fadc.2006.114975&partnerID=40&md5=9dce5f554ec1f91dea392766784474cd,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
2-s2.0-85159170610,10.1007/s42524-022-0232-2,Blockchain adoption or contingent sourcing? Advancing food supply chain resilience in the post-pandemic era,2023,Frontiers of Engineering Management,"Shi, X.; Chen, S.; Lai, X.","School of Economics and Management, Nanjing University of Science and Technology, Nanjing, Jiangsu, China; Institute of Big Data Intelligent Management and Decision, Shenzhen University, Shenzhen, Guangdong, China","Shi, Xiutian, School of Economics and Management, Nanjing University of Science and Technology, Nanjing, Jiangsu, China; Chen, Siru, School of Economics and Management, Nanjing University of Science and Technology, Nanjing, Jiangsu, China; Lai, Xiaofan, Institute of Big Data Intelligent Management and Decision, Shenzhen University, Shenzhen, Guangdong, China","In the post-pandemic era, food supply chains and firms therein are facing unprecedented severe challenges, because once infection is detected, numerous products must be recalled or abandoned, and both suppliers and retailers in the supply chain suffer enormous loss. To survive under the pandemic, retailers have adopted different sourcing strategies, such as contingent sourcing, which, in turn, affect the upstream suppliers and hence the resilience of the whole supply chain. With the rapid development of digital technologies, retailers nowadays can utilize blockchain as a reliable and efficient way to reduce product risk and hence advance the resilience of food supply chains by improving product traceability and inspection accuracy, and making sourcing transparent. In this paper, we develop a game-theoretic model to investigate the interrelation between the retailer’s decisions on blockchain adoption and sourcing strategies. We consider that a retailer originally orders from a risky supplier while conducting an imperfect inspection to detect infected products before selling. The retailer may speculatively keep on ordering from the risky supplier or adopt contingent sourcing by ordering from an alternative safe supplier. The retailer also has an option to implement blockchain to improve the inspection accuracy and product traceability. We derive the optimal retail prices under different sourcing strategies with and without blockchain adoption and then analyze the incentives for sourcing strategy and blockchain adoption. Then, we identify the conditions of an all-win situation for food retailer, supplier, supply chain resilience, and consumers with/without government subsidy. Finally, we extend to consider the situation that some consumers have health-safety concerns and preferences for blockchain adoption. © 2023, Higher Education Press.",blockchain; contingent sourcing; food supply chain; supply chain resilience,,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159170610&doi=10.1007%2Fs42524-022-0232-2&partnerID=40&md5=91afccfb9c11db084cd0db5f2da9c834,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0,
