eid,doi,title,abstract,abstract_processed,year,journal,authors,affiliations,authors_with_affiliations,Unnamed: 8,author_keywords,index_keywords,doc_type,publication_stage,open_access,link,__source_file,relevance_score,Unnamed: 17,final_include,,topic,Primary_Theory,Anthropomorphism_as_Core_IV,Mechanism_Tested,Boundary_Condition_Tested,Country
2-s2.0-85097186184,10.1002/cb.1908,Normalising the “ugly” to reduce food waste: Exploring the socialisations that form appearance preferences for fresh fruits and vegetables,"Fruits and vegetables that fail to conform to an aesthetic standard are labelled suboptimal and are often devalued and ultimately discarded. Although consumers perceive suboptimal produce negatively, little is known about how these perceptions are formed and indeed the socialisation process behind them. Using 11 focus group discussions with New Zealand children aged 5–11 years (N = 97), this study explores these socialisations. The results show that family practises around growing and repurposing suboptimal produce, learning about suboptimal produce waste, and acting on that knowledge when making produce choices, facilitates the acceptance of suboptimal produce. Alternatively, observations of parents' produce choice behaviours, and parents' instructions or norms for choosing, preparing, and eating produce socialise the rejection of suboptimal produce. The implications of the study show how environmental sustainability with respect to the food waste problem could be effectively addressed if public policy moves towards strategies that “normalise” suboptimal produce. The interventions recommended show how public campaigns would be more effective by targeting children, who are not only concerned about environmental sustainability, but also through their growing agency and positive pester-power may influence households to reconsider how food is valued. © 2020 John Wiley & Sons Ltd.",fail conform aesthetic standard labelled often devalued ultimately discarded perceive negatively little known formed indeed socialisation process behind focus group discussion new zealand child aged year explores socialisation family practises around growing repurposing learning acting knowledge making choice facilitates acceptance alternatively observation parent choice parent instruction norm choosing preparing eating socialise rejection implication environmental sustainability respect problem could effectively addressed public policy move strategy normalise intervention recommended public campaign would effective targeting child concerned environmental sustainability growing agency pesterpower household reconsider valued john wiley son ltd,2021,Journal of Consumer Behaviour,"Makhal, A.; Robertson, K.; Thyne, M.; Mirosa, M.","School of Marketing and Management, Coventry Business School, Coventry, West Midlands, United Kingdom; Department of Marketing, Otago Business School, Dunedin, OTA, New Zealand; Department of Food Science, University of Otago, Dunedin, OTA, New Zealand","Makhal, Annesha, School of Marketing and Management, Coventry Business School, Coventry, West Midlands, United Kingdom; Robertson, Kirsten Jane, Department of Marketing, Otago Business School, Dunedin, OTA, New Zealand; Thyne, Maree A., Department of Marketing, Otago Business School, Dunedin, OTA, New Zealand; Mirosa, Miranda, Department of Food Science, University of Otago, Dunedin, OTA, New Zealand",,,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097186184&doi=10.1002%2Fcb.1908&partnerID=40&md5=a91182b369d1054ed1d101cc71340606,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.824954664973676,,1,,1,None explicit (abstract-level),No,Not specified,None reported,United Kingdom; New Zealand
2-s2.0-85059073706,10.1080/08974438.2018.1533511,The Impact of Social Norms on Suboptimal Food Consumption: A Solution for Food Waste,"Consumers seem to have a reduced preference to buy fruits and vegetables with unusual appearance, products with damaged package and close to the expiration date, usually called suboptimal food products. However, this pattern of behavior is an important contributor to food waste levels. Interventions aimed at encouraging the purchase of suboptimal food are scarce, however, needed. Across two studies, we investigated the effect of social norms in driving suboptimal food consumption. Additionally, it was tested if food waste problem awareness is the underlying mechanism in the relationship between social norms and intention to buy suboptimal food. Results show that appeals employing social norms positively affect purchases intentions toward the products. Moreover, food waste problem awareness mediates the effect of social norms on intentions to purchase the product with an unusual appearance. We discuss how social norms can be used to tackle food waste and implications for marketing and policy actions. © 2018, © 2018 Taylor & Francis Group, LLC.",seem reduced preference buy unusual appearance damaged package close expiration date usually called pattern important contributor level intervention aimed encouraging scarce needed investigated social norm driving additionally tested problem awareness underlying mechanism relationship social norm buy appeal employing social norm positively affect problem awareness mediates social norm unusual appearance social norm tackle implication marketing policy action taylor francis group llc,2020,Journal of International Food and Agribusiness Marketing,"Stangherlin, I.; Barcellos, M.D.; Basso, K.","Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil; ATITUS Educação, Passo Fundo, RS, Brazil","Stangherlin, Isadora Do Carmo, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil; Barcellos, Marcia Dutra de, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil; Basso, Kenny, ATITUS Educação, Passo Fundo, RS, Brazil",,consumer food waste; food waste; social norms; Suboptimal food products,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059073706&doi=10.1080%2F08974438.2018.1533511&partnerID=40&md5=f4dcb94175899b09a4d805baf92710e0,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8215766489132206,,1,,-1,Social Norm Theory,No,Attitudes / intentions (direct),None reported,Brazil
2-s2.0-85071963535,10.3390/su11174626,"Sustainable fruit consumption: The influence of color, shape and damage on consumer sensory perception and liking of different apples","Sustainable food production and consumption are currently key issues. About one third of food produced for human consumption is wasted. In developed countries, consumers are responsible for the largest amount of food waste throughout the supply chain. The unwillingness to purchase and consume suboptimal food products is an important cause of food waste, however, the reasons behind this are still insufficiently studied. Our research addresses the question of how combinations of color, shape and damage of apples influence consumer liking and perceived sensory attributes. In a laboratory study based on factorial design of visual appearance (color, shape and damage varied from optimal to suboptimal) a total of 130 consumers evaluated sensory perception of flavor and texture attributes in apple samples. Liking was also evaluated. The results showed a significant difference in liking between an optimal apple and all apple categories with at least two out of three suboptimal properties. Further, it was a clear trend that the optimal apple was perceived as sweeter, crispier, less bitter, and less earthy than all the other apples by the participating consumers, however, the results were not statistically significant. A suboptimal appearance, therefore, had a negative effect on both perception and liking. © 2019 by the authors.",sustainable production currently key issue produced human wasted developed country responsible largest amount throughout supply chain unwillingness consume important cause reason behind still insufficiently studied question combination color shape damage apple liking sensory attribute laboratory factorial design visual appearance color shape damage varied optimal total evaluated sensory flavor texture attribute apple liking evaluated showed difference liking optimal apple apple category least property clear trend optimal apple sweeter crispier less bitter less earthy apple participating statistically appearance liking author,2019,Sustainability (Switzerland),"Normann, A.; Röding, M.; Wendin, K.","Agrifood and Bioscience, RISE Research Institutes of Sweden AB, Gothenburg, Vastra Gotaland, Sweden; Department of Food and Meal Science, Högskolan Kristianstad, Kristianstad, Skane, Sweden; Department of Food Science, Københavns Universitet, Copenhagen, Hovedstaden, Denmark","Normann, Anne, Agrifood and Bioscience, RISE Research Institutes of Sweden AB, Gothenburg, Vastra Gotaland, Sweden; Röding, Magnus, Agrifood and Bioscience, RISE Research Institutes of Sweden AB, Gothenburg, Vastra Gotaland, Sweden; Wendin, Karin Me, Department of Food and Meal Science, Högskolan Kristianstad, Kristianstad, Skane, Sweden, Department of Food Science, Københavns Universitet, Copenhagen, Hovedstaden, Denmark",,Appearance; Apples; Consumer; Perception; Suboptimality,deciduous tree; food production; food waste; fruit; perception; Malus x domestica,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071963535&doi=10.3390%2Fsu11174626&partnerID=40&md5=48e398a3695570ffc9dd02bed8b152d3,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8201252383851944,,1,,0,None explicit (abstract-level),No,Attitudes / intentions (direct),None reported,Sweden; Denmark
2-s2.0-85072116534,10.1108/BFJ-03-2019-0206,US consumers’ perceptions of imperfect “ugly” produce,"Purpose: Despite the perfect nutritional value of imperfect “ugly” produce, they are either never harvested or discarded, resulting in escalating farm-to-fork food waste problems in the USA. The purpose of this paper is to investigate US consumers’ perceptions of imperfect “ugly” produce and their willingness to purchase and consume these foods in their households. Design/methodology/approach: Four focus group sessions with at least five voluntary participants per session were conducted. Each session used structured interview questions and the discussions were led by the same moderator. All sessions were recorded, transcribed and analyzed based on published focus group guidelines and recommendations. Findings: The research study has revealed two categories of potential consumers, Influencers and Learners, when it comes to an initial understanding of “ugly” produce consumption. The study also identified nine themes (i.e. food safety, price sensitivity, location of sale, product display, name/label, purpose of use, fun, targeted education and food waste) that consumers hold regarding imperfect “ugly” produce. Research limitations/implications: Insights from this study provide strategies for sustainable food management that could help stakeholders along all points of the food chain save money, reduce hunger and diminish food waste in our communities. Originality/value: This study serves to provide preliminary insights in approaching the issue of consumers’ perception of imperfect “ugly” fruits and vegetables from a research perspective. Although a limited number of real consumers from the local community participated, their rich and in-depth qualitative responses defined the scope and the defining questions that need further exploration. © 2019, Emerald Publishing Limited.",purpose despite perfect nutritional value either never harvested discarded resulting escalating farmtofork problem usa purpose consume household designmethodologyapproach four focus group session least five voluntary per session conducted session structured interview question discussion led moderator session recorded transcribed analyzed published focus group guideline recommendation revealed category potential influencers learner come initial understanding identified nine theme safety price sensitivity location sale display namelabel purpose fun targeted education hold regarding limitationsimplications insight provide strategy sustainable management could help stakeholder along point chain save money reduce hunger diminish community originalityvalue serf provide preliminary insight approaching issue perspective limited number real local community participated rich indepth qualitative response defined scope defining question need exploration emerald publishing limited,2019,British Food Journal,"Yuan, J.J.; Yi, S.; Williams, H.A.; Park, O.-H.","Department of Hospitality and Retail Management, Texas Tech University, Lubbock, TX, United States; Tennessee Technological University, Cookeville, TN, United States; Mar-Kadam Associates, Selinsgrove, PA, United States; Texas Tech University, Lubbock, TX, United States","Yuan, Jingxue(Jessica) (Jessica), Department of Hospitality and Retail Management, Texas Tech University, Lubbock, TX, United States; Yi, Sungpo, Tennessee Technological University, Cookeville, TN, United States; Williams, Helena A., Mar-Kadam Associates, Selinsgrove, PA, United States; Park, Oakhee, Texas Tech University, Lubbock, TX, United States",,Farm-to-fork; Food waste; Food waste reduction; Imperfect produce; Sustainability; “Ugly” fruits and vegetables,adult; article; clinical article; consumer; education; female; food chain; food safety; food waste; fruit; genetic transcription; household; human; human experiment; hunger; male; money; perception; practice guideline; structured interview; vegetable,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072116534&doi=10.1108%2FBFJ-03-2019-0206&partnerID=40&md5=7b3e19512e136311d9e2111dabaa6377,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8192529454137897,,1,,1,None explicit (abstract-level),No,Attitudes / intentions (direct),Price / discount depth,United States
2-s2.0-105001652230,10.1038/s41598-025-92352-7,Unveiling the dual impacts of the aesthetic deficiency of foods on consumers’ purchase intentions,"The bias of “beauty is good” is prevalent in the consumption field. Products with attractive appearances can enhance consumers’ favor towards the product, gaining a “beauty premium,” while products with aesthetic deficiencies are subjected to a “ugly penalty.” However, in some cases, aesthetically deficient “ugly” products may also have unique advantages. Therefore, actively exploring the double-edged effect of aesthetically deficient food on consumer purchase inclination holds significant practical importance. Based on 374 questionnaire data, this study employs Mplus8.0 for data analysis and finds that: (1) there is a negative correlation between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination; (2) perceived risk mediates the relationship between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination; (3) consumers’ perceived coolness mediates the relationship between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination; (4) Rebelliousness moderates the relationship between the aesthetic deficiency (ugliness) of food and consumers’ purchase inclination. These conclusions not only enrich product design theory and marketing theory but also offer valuable references for enterprises to formulate marketing strategies and stimulate consumers’ purchasing intentions. © The Author(s) 2025.",bias beauty good prevalent field attractive appearance enhance favor gaining beauty premium aesthetic deficiency subjected penalty case aesthetically deficient unique advantage actively exploring doubleedged aesthetically deficient inclination hold practical importance questionnaire employ mplus correlation aesthetic deficiency ugliness inclination risk mediates relationship aesthetic deficiency ugliness inclination coolness mediates relationship aesthetic deficiency ugliness inclination rebelliousness moderate relationship aesthetic deficiency ugliness inclination conclusion enrich design theory marketing theory offer valuable reference enterprise formulate marketing strategy stimulate purchasing author,2025,Scientific Reports,"Feng, Y.; Zhao, L.; Xia, Y.; Dai, L.","School of Industrial Design, Pukyong National University, Busan, South Korea; School of Design, Ning-boTech University, Ningbo, China","Feng, Yunxi, School of Industrial Design, Pukyong National University, Busan, South Korea; Zhao, Li, School of Industrial Design, Pukyong National University, Busan, South Korea; Xia, Yanqing, School of Design, Ning-boTech University, Ningbo, China; Dai, Liang, School of Industrial Design, Pukyong National University, Busan, South Korea",,Aesthetic deficiency; Perceived coolness; Perceived risk; Purchase inclination; Rebelliousness,adult; article; consumer; esthetics; female; food; human; male; marketing; middle aged; product design; purchasing; questionnaire; adolescent; behavior; consumer attitude; food preference; psychology; young adult; Adolescent; Adult; Consumer Behavior; Esthetics; Female; Food; Food Preferences; Humans; Intention; Male; Middle Aged; Surveys and Questionnaires; Young Adult,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001652230&doi=10.1038%2Fs41598-025-92352-7&partnerID=40&md5=85ab11bdfeef73bac00c1c3338cc89d8,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8142612013262781,,1,,2,None explicit (abstract-level),No,Perceived risk,None reported,South Korea; China
2-s2.0-85100877870,10.1080/15378020.2021.1883215,Effectiveness of anthropomorphism in ugly food promotion: Do gender and age matter?,"Due to the cosmetic standards of food service operators, most consumers have had limited exposure to visually unappealing foods. Thus, unused ugly foods end up becoming food waste. To encourage consumers to buy ugly foods with the hope of relieving the severity of food waste, this study attempts to further verify the effectiveness of anthropomorphism in advertising. The purpose of this study is to determine whether the effectiveness of anthropomorphism varies based on the individual consumer characteristics of gender and age. Specifically, the objectives of this study are 1) to investigate whether gender interacts with anthropomorphism and 2) to identify the moderating effect of age. A total of 421 participants were hired through Amazon Mturk, and a 2 × 2 × 2 between-subjects full-factorial experimental design was used. The results suggest that anthropomorphism could be advantageous in improving consumers’ purchase intentions, as well as confirm anthropomorphism’s interactional effect with gender. Furthermore, this interactional effect varies across different age groups (younger vs. older). This study extends the relevant literature and provides the food service industry with insightful marketing suggestions to promote ugly foods. © 2021 Taylor & Francis.",due cosmetic standard service operator limited exposure visually unappealing unused end becoming encourage buy hope relieving severity attempt verify effectiveness anthropomorphism advertising purpose determine effectiveness anthropomorphism varies individual characteristic gender age specifically objective gender interacts anthropomorphism identify moderating age total hired amazon mturk betweensubjects fullfactorial experimental design anthropomorphism could advantageous improving confirm anthropomorphism interactional gender interactional varies different age group younger older extends relevant literature provides service industry insightful marketing suggestion promote taylor francis,2021,Journal of Foodservice Business Research,"Shao, X.; Jeong, E.; Jang, S.S.","Department of Apparel, Iowa State University, Ames, IA, United States; College of Health and Human Sciences, West Lafayette, IN, United States","Shao, Xiaolong, Department of Apparel, Iowa State University, Ames, IA, United States; Jeong, Eunha (Lena), Department of Apparel, Iowa State University, Ames, IA, United States; Jang, Soocheong (Shawn), College of Health and Human Sciences, West Lafayette, IN, United States",,age; anthropomorphism; gender; Ugly food,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100877870&doi=10.1080%2F15378020.2021.1883215&partnerID=40&md5=237987304117edbe51420fe9a0b4111e,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8136977135244357,,1,,2,Anthropomorphism,Yes,Attitudes / intentions (direct),None reported,United States
2-s2.0-85140437370,10.3389/fsufs.2022.934954,Take it or leave it? Investigating the ambivalence and willingness to pay for suboptimal fruits and vegetables among organic consumers in Germany,"Organic fruits and vegetables are often visually “suboptimal” because organic farming uses neither pesticides nor synthetic fertilisers to improve the cosmetic appearance of the produce. Despite the organic sector's natural and sustainable image, such foods often never reach the market or are left on the shelf, greatly increasing food waste. The current work hypothesised that an important factor in the rejection of suboptimal food is consumers' experience of ambivalence regarding these products. Data were collected through an online survey of (occasional) organic consumers in Germany (n = 493), including an online mouse-tracking experiment. We investigated the interplay of ambivalence with environmental concerns and attitudes towards suboptimal food that influence people's willingness to pay (WTP) for suboptimal fruits and vegetables. Our findings suggest that environmentally concerned consumers have more favourable attitudes and experience less ambivalence towards suboptimal food. Only subjective ambivalence was found to be directly associated with consumers' WTP, however, while attitudes were not. Based on these results, we propose measures for policymakers and food retailers to reduce such ambivalence and thus increase organic consumers' acceptance for suboptimal food. © © 2022 Puteri, Buttlar and Jahnke.",organic often visually organic farming neither pesticide synthetic fertiliser improve cosmetic appearance despite organic sector natural sustainable image often never reach market left shelf greatly increasing current work hypothesised important rejection experience ambivalence regarding collected online occasional organic germany including online mousetracking investigated interplay ambivalence environmental concern people pay wtp environmentally concerned favourable experience less ambivalence subjective ambivalence found directly associated wtp propose policymakers retailer reduce ambivalence increase organic acceptance puteri buttlar jahnke,2022,Frontiers in Sustainable Food Systems,"Puteri, B.; Buttlar, B.; Jahnke, B.","Department of Agricultural and Food Marketing, Universität Kassel, Kassel, Hessen, Germany; Department of Social Psychology, Universität Trier, Trier, Rheinland-Pfalz, Germany","Puteri, Berlianti, Department of Agricultural and Food Marketing, Universität Kassel, Kassel, Hessen, Germany; Buttlar, Benjamin, Department of Social Psychology, Universität Trier, Trier, Rheinland-Pfalz, Germany; Jahnke, Benedikt, Department of Agricultural and Food Marketing, Universität Kassel, Kassel, Hessen, Germany",,ambivalence; attitude; environmental concerns; food waste; mouse-tracking experiment; organic consumers; suboptimal food; willingness to pay,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140437370&doi=10.3389%2Ffsufs.2022.934954&partnerID=40&md5=26ac9069552695d229390c6b153ee827,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8135648206071353,,1,,3,None explicit (abstract-level),No,Attitudes / intentions (direct),Channel / retail context; Environmental concern / identity,Germany
2-s2.0-105009323803,10.1108/BFJ-12-2024-1264,“Don’t judge a book by its cover”: enhancing perceived quality and purchase intention of ugly food via retailers’ strategies,"Purpose Retailers play a crucial role in addressing food waste by promoting consumer acceptance of “ugly” or imperfect produce. This study investigates the impact of marketing communication tactics on ugly food consumption and explores the moderating effect of consumers’ price consciousness, offering insights into how these strategies can contribute to reducing food waste. Design/methodology/approach Guided by the S-O-R framework, empirical data from 509 customers on ugly food were analyzed using partial least squares structural equation modeling (PLS-SEM). Findings The results show that three marketing tactics – anthropomorphism, traceability information and product sampling – significantly improve various dimensions of perceived quality of ugly food, leading to greater purchase intentions. Furthermore, the study reveals that price consciousness moderates the relationship between perceived quality and purchase intention, thereby influencing the effectiveness of these marketing efforts. Originality/value With global food waste reaching alarming levels, this study sheds light on how retailers can leverage marketing strategies to change consumer perceptions of imperfect produce. By encouraging the adoption of ugly food, these strategies can directly support food waste reduction efforts and promote sustainable consumption practices. © 2025 Emerald Publishing Limited",purpose retailer play crucial addressing promoting acceptance investigates marketing communication tactic explores moderating price consciousness offering insight strategy contribute reducing designmethodologyapproach guided sor framework empirical customer analyzed partial least square structural equation modeling plssem marketing tactic anthropomorphism traceability information sampling improve various dimension quality leading greater reveals price consciousness moderate relationship quality thereby influencing effectiveness marketing effort originalityvalue global reaching alarming level shed light retailer leverage marketing strategy change encouraging adoption strategy directly support reduction effort promote sustainable practice emerald publishing limited,2025,British Food Journal,"Hoang, T.-H.; Le, Q.-H.; Le, M.U.; Ngo Vu Quynh, N.; Phan Nguyen, P.-L.","School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; International School of Business, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam","Hoang, Thu Hang, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Le, Quynh Hoa, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Le, My Uyen, International School of Business, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Ngo Vu Quynh, Nhu, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Phan Nguyen, Phuong Linh, School of International Business and Marketing, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam",,Anthropomorphism; Perceived quality; Product sampling; Purchase intention; Traceability information; Ugly food,article; book; consciousness; consumer; controlled study; food; food intake; food waste; human; marketing; partial least squares regression; pharmaceutics; price; structural equation modeling,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009323803&doi=10.1108%2FBFJ-12-2024-1264&partnerID=40&md5=d24a5cda8e671d0dd087621958c9603c,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8134188072929217,,1,,5,Anthropomorphism,Yes,Quality/health inference,Price / discount depth; Channel / retail context; Taste experience / sampling,
2-s2.0-105018927102,10.1108/JCM-06-2024-6975,Enhancing consumer responses to misshapen produce: leveraging awe to promote sustainability,"Purpose – A significant amount of produce is wasted because it does not conform to consumers’ aesthetic expectations. This study aims to explore the role of awe as a potential emotional appeal for reducing the amount of food waste caused by misshapen produce. Design/methodology/approach – Across four experiments, the authors examine the role of awe in consumers’ acceptance of misshapen produce. In the experiments, to enhance the validity of findings, the authors use different produce items (apple, carrot, lemon), operationalizations of awe (dispositional awe in Study1, manipulated awe with writing task in Study 2, manipulated awe with video task in Study 3, manipulated awe with a billboard visual in Study 4) and consumer responses (attitude and purchase intention). Findings – Results indicate that while misshapen produce negatively affects consumers’ responses, the emotion of awe mitigates this negative effect. Awe enhances consumers’ attitudes and purchase intentions toward misshapen produce. In addition, consumers’ evaluations of misshapen produce mediate the relationship between awe and consumer responses. Practical implications – This research introduces a new intervention, awe, that marketers can use to increase acceptance of misshapen produce. By integrating awe into marketing strategies, marketers, governments and scholars can foster a more inclusive and sustainable food system that values all kinds of produce regardless of appearance. Originality/value – This research contributes to the sustainability literature by introducing awe as a novel intervention in combatting food waste. The studies highlight the transformative power of awe in mitigating the negative effects of misshapen produce on consumers by enhancing consumers’ product evaluations. © 2025 Emerald Publishing Limited",purpose amount wasted conform aesthetic expectation aim awe potential emotional appeal reducing amount caused misshapen designmethodologyapproach four author awe acceptance misshapen enhance validity author different item apple carrot lemon operationalizations awe dispositional awe manipulated awe writing task manipulated awe video task manipulated awe billboard visual response misshapen negatively affect response emotion awe mitigates awe enhances misshapen evaluation misshapen mediate relationship awe response practical implication introduces new intervention awe marketer increase acceptance misshapen integrating awe marketing strategy marketer government scholar foster inclusive sustainable system value kind regardless appearance originalityvalue contributes sustainability literature introducing awe novel intervention combatting highlight transformative power awe mitigating misshapen enhancing evaluation emerald publishing limited,2025,Journal of Consumer Marketing,"Kaplan, B.; Benoit, I.D.; Miller, E.G.","College of Business and Management, Lynn University, Boca Raton, FL, United States; Department of Marketing and Supply Chain Management, Appalachian State University, Boone, NC, United States; Department of Marketing, University of Massachusetts Amherst, Amherst, MA, United States","Kaplan, Begum, College of Business and Management, Lynn University, Boca Raton, FL, United States; Benoit, Ilgim Dara, Department of Marketing and Supply Chain Management, Appalachian State University, Boone, NC, United States; Miller, Elizabeth Gelfand, Department of Marketing, University of Massachusetts Amherst, Amherst, MA, United States",,Awe; Consumer responses; Emotional appeal; Misshapen produce; Product appearance; Sustainability,,Article,aip,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018927102&doi=10.1108%2FJCM-06-2024-6975&partnerID=40&md5=35564b1e4d3fb26c3d300ece344a3efe,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8095681869031456,,1,,-1,None explicit (abstract-level),No,Attitudes / intentions (direct),None reported,United States
2-s2.0-85099688366,10.1016/j.foodres.2021.110106,Exploring barriers to consuming suboptimal foods: A consumer perspective,"Food suboptimality is one of the major driving factors of food waste at the consumer level. Consumer decision to purchase a suboptimal food strongly depends on the associations raised by the suboptimality. In this context, the aim of the current study was to study the influence of different types of suboptimality on consumer associations, emotional reactions, perceived quality dimensions, and purchase intention. An online study with 600 Uruguayan participants was conducted. Results showed that the presence of a suboptimality triggered associations about quality issues and negative emotional reactions. The effect of suboptimality varied with categories and type of suboptimality. Regarding perceived quality, a significant reduction in perceived quality and purchase intention was found for products with damaged packages and defective fresh produce. At the aggregate level, consumers showed a slightly higher intention to purchase the products when a 50% discount was considered. In summary, results from the present work suggest that communication strategies aimed at increasing the perceived quality of suboptimal foods and pricing tactics could contribute to reduce food waste at the store level. © 2021 Elsevier Ltd",suboptimality major driving level decision strongly depends association raised suboptimality context aim current different type suboptimality association emotional reaction quality dimension online uruguayan conducted showed presence suboptimality triggered association quality issue emotional reaction suboptimality varied category type suboptimality regarding quality reduction quality found damaged package defective fresh aggregate level showed slightly discount considered summary work communication strategy aimed increasing quality pricing tactic could contribute reduce store level elsevier ltd,2021,Food Research International,"Giménez, A.; Aschemann-Witzel, J.; Ares, G.","Sensometrics & Consumer Science, Universidad de la Republica, Montevideo, Uruguay; MAPP Centre, Aarhus Universitet, Aarhus, Midtjylland, Denmark","Giménez, Ana María, Sensometrics & Consumer Science, Universidad de la Republica, Montevideo, Uruguay; Aschemann-Witzel, Jessica, MAPP Centre, Aarhus Universitet, Aarhus, Midtjylland, Denmark; Ares, Gastón, Sensometrics & Consumer Science, Universidad de la Republica, Montevideo, Uruguay",,Consumer behavior; Food waste; Quality perception; Suboptimal food,Association reactions; Food waste; Purchasing; Sales; Communication strategy; Driving factors; Emotional reactions; Fresh produce; Online studies; Perceived quality; Purchase intention; Quality issues; Behavioral research; behavior; consumer attitude; food; human; questionnaire; waste disposal; Consumer Behavior; Food; Humans; Intention; Refuse Disposal; Surveys and Questionnaires,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099688366&doi=10.1016%2Fj.foodres.2021.110106&partnerID=40&md5=5240585049110efc1044f795cbeeec96,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.8094500833336133,,1,,4,None explicit (abstract-level),No,Quality/health inference,Price / discount depth; Channel / retail context,Denmark
