eid,doi,title,abstract,abstract_processed,year,journal,authors,affiliations,authors_with_affiliations,Unnamed: 8,author_keywords,index_keywords,doc_type,publication_stage,open_access,link,__source_file,relevance_score,Unnamed: 17,final_include,,topic,Primary_Theory,Anthropomorphism_as_Core_IV,Mechanism_Tested,Boundary_Condition_Tested,Country
2-s2.0-85145600526,10.1016/j.foodqual.2022.104771,Hiding in plain sight: How imperfect ingredient transformation impact consumer preference for rescue-based food,"Rescue-based food (RBF) – food products often made from ingredients that are not able to be sold due to aesthetic imperfections – represent an opportunity to reduce food waste. However, despite consumers’ desire to act pro-socially, preference for such products is negatively impacted by the perception that the imperfect ingredients reduce the quality of RBF. Across two studies, one field study and one controlled experiment, we demonstrate that a higher level of ingredients transformation can positively impact demand for RBF. Specifically, when the transformation makes the physical appearance of the initial imperfect ingredients less discernable (e.g., pureed) consumer demand increases in comparison to when the imperfect ingredient is less transformed and more visible (e.g., chunky). The findings have implications on prior literature on how transformation impacts consumer preferences, which shows equivocal results in the RBF domain. Further, the potential to elevate consumer demand for RBF has significant potential to advance efforts to reduce food waste. © 2022 The Author(s)",rescuebased rbf often made ingredient able sold due aesthetic imperfection represent opportunity reduce despite desire act prosocially preference negatively impacted ingredient reduce quality rbf field controlled level ingredient transformation positively demand rbf specifically transformation make physical appearance initial ingredient less discernable pureed demand increase comparison ingredient less transformed visible chunky implication prior literature transformation preference equivocal rbf domain potential elevate demand rbf potential advance effort reduce author,2023,Food Quality and Preference,"De Visser-Amundson, A.; Peloza, J.; Kleijnen, M.; Aydinli, A.","School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, Noord-Holland, Netherlands; Hotelschool The Hague, The Hague, Zuid-Holland, Netherlands; Gatton College of Business and Economics, Lexington, KY, United States; Professor of Customer Experience Management, Vrije Universiteit Amsterdam, Amsterdam, Noord-Holland, Netherlands; Associate Professor Marketing, Vrije Universiteit Amsterdam, Amsterdam, Noord-Holland, Netherlands","De Visser-Amundson, Anna, School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, Noord-Holland, Netherlands, Hotelschool The Hague, The Hague, Zuid-Holland, Netherlands; Peloza, John, Gatton College of Business and Economics, Lexington, KY, United States; Kleijnen, Mirella H.P., Professor of Customer Experience Management, Vrije Universiteit Amsterdam, Amsterdam, Noord-Holland, Netherlands; Aydinli, Aylin, Associate Professor Marketing, Vrije Universiteit Amsterdam, Amsterdam, Noord-Holland, Netherlands",,Consumer behavior; Food waste; Product transformation; Rescue-based food; Visual discernibility,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145600526&doi=10.1016%2Fj.foodqual.2022.104771&partnerID=40&md5=999c5266efd5a2c55b7e62c4acc0d93e,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7450030271175438,,1,,0,None explicit (abstract-level),No,Not specified,None reported,Netherlands; United States
2-s2.0-85147114274,10.1016/j.foodqual.2023.104809,What are the ‘shape friendly’ locations to sell misshapen tomatoes? The effect of point of purchase on consumers’ abnormality perception and probability to buy,"The present study endorses the point of purchase (POP) as a ‘decision point’ for the distribution of misshapen fruits and vegetables (FVs) and a contributor to reducing food waste. We have explored the influence of POP type on consumer perceptions of tomato shape abnormality and its purchase probability, and the moderating role of the actual tomato shape abnormality level. Two online surveys questioned a total of 1021 Romanian and British consumers. The results show that consumers perceive misshapen tomatoes as ‘least misshapen’ and ‘most likely to be bought’ in fresh markets (Romania) or the organic stand of the supermarkets (UK). This study provides managerial recommendations on the selection of point of sale for misshapen fresh FVs with the aim of addressing the problem of food waste. © 2023 The Authors",endorses point pop decision point distribution misshapen fvs contributor reducing explored pop type tomato shape abnormality probability moderating actual tomato shape abnormality level online questioned total romanian british perceive misshapen tomato least misshapen likely bought fresh market romania organic stand supermarket provides managerial recommendation selection point sale misshapen fresh fvs aim addressing problem author,2023,Food Quality and Preference,"Vermeir, I.; Petrescu, D.C.; Petrescu-Mag, R.M.","Department of Marketing, Universiteit Gent, Ghent, VOV, Belgium; Department of Hospitality Services, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania; Department of Environmental Sciences, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania","Vermeir, Iris, Department of Marketing, Universiteit Gent, Ghent, VOV, Belgium; Petrescu, Dacinia Crina, Department of Marketing, Universiteit Gent, Ghent, VOV, Belgium, Department of Hospitality Services, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania; Petrescu-Mag, Ruxandra Malina, Department of Environmental Sciences, Universitatea Babe?-Bolyai, Cluj Napoca, Cluj, Romania",,Food waste; Fresh market; Misshapen fruits and vegetables (FVs); Point of purchase (POP); Retailer; Supermarket,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147114274&doi=10.1016%2Fj.foodqual.2023.104809&partnerID=40&md5=c857c5fd773449a89c6144eb599fcdbc,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7433223757833515,,1,,0,None explicit (abstract-level),No,Not specified,None reported,United Kingdom
2-s2.0-85119901850,10.1016/j.jretconser.2021.102834,Winning ugly: Profit maximizing marketing strategies for ugly foods,"Ugly foods meet nutritional and safety benchmarks but deviate from cosmetic and size standards. The marketability of ugly food is a major factor that frustrates field-level food rescue efforts. We investigate opportunities to promote ugly foods in a way that converts uniform negative preferences towards ugly food to more diverse and horizontally differentiated preferences where some consumers prefer ugly food to standard offerings and pay a premium. We conduct an online discrete choice experiment and find a portfolio of marketing strategies that significantly enhance respondent willingness to pay for ugly carrots. Dual messages that simultaneously (1) link the purchase of ugly food to reductions in food waste and (2) suggest ugly food is natural and authentic significantly improve willingness to pay. We also find respondents tolerate some level of mixing of ugly with standard carrots. We find the most profitable strategy is to form bunches that include 40% ugly and 60% standard carrots and to sell the bunches with green leaves attached at farmers markets where consumers receive dual marketing messages. Profit simulations confirm that, in the absence of such marketing strategies, farmers rationally create waste by discontinuing harvest when the percentage of remaining carrots that are ugly is high. © 2021",meet nutritional safety benchmark deviate cosmetic size standard marketability major frustrates fieldlevel rescue effort opportunity promote way convert uniform preference diverse horizontally differentiated preference prefer standard offering pay premium conduct online discrete choice portfolio marketing strategy enhance respondent pay carrot dual message simultaneously link reduction natural authentic improve pay respondent tolerate level mixing standard carrot profitable strategy form bunch include standard carrot sell bunch green leaf attached farmer market receive dual marketing message profit simulation confirm absence marketing strategy farmer rationally create discontinuing harvest percentage remaining carrot,2022,Journal of Retailing and Consumer Services,"Qi, D.; Penn, J.; Li, R.; Roe, B.E.","LSU Agricultural Center, Baton Rouge, LA, United States; Department of Agriculture, College of Food, Agricultural, and Environmental Sciences, Columbus, OH, United States","Qi, Danyi, LSU Agricultural Center, Baton Rouge, LA, United States; Penn, Jerrod M., LSU Agricultural Center, Baton Rouge, LA, United States; Li, Ran, LSU Agricultural Center, Baton Rouge, LA, United States, Department of Agriculture, College of Food, Agricultural, and Environmental Sciences, Columbus, OH, United States; Roe, Brian Eric, Department of Agriculture, College of Food, Agricultural, and Environmental Sciences, Columbus, OH, United States",,Food loss; Food waste; Profitability; Quality differentiation; Ugly food,consumption behavior; differentiation; discrete choice analysis; food waste; marketing; profitability; qualitative analysis; willingness to pay; Daucus carota,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119901850&doi=10.1016%2Fj.jretconser.2021.102834&partnerID=40&md5=7ac3778a2f21a8d4b662780797586501,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7397477219647178,,1,,6,None explicit (abstract-level),No,Not specified,Channel / retail context,United States
2-s2.0-85108316792,10.1002/cb.1966,Physically processing imperfect produce: The impact of prototypicality,"Forty percent of edible produce is wasted because of consumers' aversion toward esthetical imperfections related to size, shape, and blemish for produce. This phenomenon has huge implications in terms of both environmental sustainability and food security, and calls for the development of interventions that could facilitate the sale of products which would otherwise go to waste. This research provides an explanation for why transforming the physical state of imperfect produce—that is, by physically processing it and turning it into other products (e.g., juices)—is a successful strategy in this sense. More specifically, when imperfect produce is transformed, the new processed product (e.g., juice) belongs to a different conceptual category and thus is perceived as more prototypical and a good example of this new category. We show that higher perceptions of prototypicality in turn lead to more positive preferences. We test this effect in three experimental studies and show that this mechanism is robust across a range of possible transformations of imperfect produce (e.g., natural vs. artificial) and across different dependent variables (i.e., purchase intention, product choice, willingness to pay). Our findings provide evidence for the effectiveness of a solution to be enacted by retailers and actors of the food sector and provide suggestions for public policy initiatives aimed at curbing food waste. © 2021 John Wiley & Sons Ltd.",forty percent edible wasted aversion esthetical imperfection size shape blemish phenomenon huge implication term environmental sustainability security call development intervention could facilitate sale would otherwise provides explanation transforming physical state producethat physically processing turning juicesis successful strategy sense specifically transformed new processed juice belongs different conceptual category prototypical good example new category prototypicality turn lead preference experimental mechanism robust range possible transformation natural artificial different dependent variable choice pay provide evidence effectiveness solution enacted retailer actor sector provide suggestion public policy initiative aimed curbing john wiley son ltd,2021,Journal of Consumer Behaviour,"Barone, A.M.; Donato, C.; Romani, S.","Department of Management, Aarhus Universitet, Aarhus, Midtjylland, Denmark; Department of Business and Management, LUISS University, Rome, Italy","Barone, Ada Maria, Department of Management, Aarhus Universitet, Aarhus, Midtjylland, Denmark; Donato, Carmela, Department of Business and Management, LUISS University, Rome, Italy; Romani, Simona, Department of Business and Management, LUISS University, Rome, Italy",,,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108316792&doi=10.1002%2Fcb.1966&partnerID=40&md5=db477e6bbf6d35fa524a6260a43d5ffa,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7365714544820716,,1,,0,None explicit (abstract-level),No,Attitudes / intentions (direct),Channel / retail context,Denmark; Italy
2-s2.0-85043569534,10.1016/j.jclepro.2018.02.132,Cosmetic specifications in the food waste issue: Supply chain considerations and practices concerning suboptimal food products,"During the last decade, food waste has become an object of interest for both scholars and society. The existence of cosmetic specifications regarding the physical appearance of foods in the food supply chains is considered to be one of the important causes of food waste. The relevant aesthetic standards concern the product's weight, shape, and size and are thought to contribute considerably to food waste across multiple supply chain levels. It has been suggested that the abolition of these specifications could be a relatively easy way to prevent food wastage. However, there is a dearth of empirical research due to the lack of data on the extent to which foods are wasted as a result of cosmetic specifications only. Importantly, there is also a lack of insight into the decision-making process of supply chain actors regarding such suboptimal products. The present research aims to fill this gap by investigating the motivations and perceptions of supply chain actors in their strategies on how to handle suboptimal products in their business practices. From thirty-three interviews with primary producers, producer organizations, and retailers from Germany and the Netherlands, we derive initial insights into (1) the presence and nature of cosmetic specifications, (2) the impact of these specifications on food waste, (3) the motivations, abilities, and opportunities of supply chain actors to handle suboptimal products in their business practice and (4) their perspectives on the end consumers’ willingness to buy and pay for suboptimal products. With the Motivation, Ability, and Opportunity (MOA) framework, we provide new understanding of supply chain actors’ decisions concerning the production or wastage of suboptimal products, which can generate new and essential insights into the food waste problem. © 2018 Elsevier Ltd",last decade become object interest scholar society existence cosmetic specification regarding physical appearance supply chain considered important cause relevant aesthetic standard concern weight shape size thought contribute considerably multiple supply chain level suggested abolition specification could relatively easy way prevent wastage dearth empirical due lack extent wasted cosmetic specification importantly lack insight decisionmaking process supply chain actor regarding aim fill gap investigating motivation supply chain actor strategy handle business practice thirtythree interview primary producer producer organization retailer germany netherlands derive initial insight presence nature cosmetic specification specification motivation ability opportunity supply chain actor handle business practice perspective end buy pay motivation ability opportunity moa framework provide new understanding supply chain actor decision concerning production wastage generate new essential insight problem elsevier ltd,2018,Journal of Cleaner Production,"De Hooge, I.E.; van Dulm, E.; Trijp, H.C.M.","Wageningen University & Research, Wageningen, Gelderland, Netherlands","De Hooge, Ilona E., Wageningen University & Research, Wageningen, Gelderland, Netherlands; van Dulm, Eileen, Wageningen University & Research, Wageningen, Gelderland, Netherlands; Trijp, Hans C.M. van, Wageningen University & Research, Wageningen, Gelderland, Netherlands",,Aesthetic standards; Food supply chains; Food waste; MOA framework; Product specifications; Suboptimal food products,Birds; Cosmetics; Decision making; Food products; Food supply; Motivation; Specifications; Business practices; Decision making process; Empirical research; Food waste; MOA framework; Multiple supplies; Product specifications; Supply chain actors; Supply chains,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043569534&doi=10.1016%2Fj.jclepro.2018.02.132&partnerID=40&md5=cc0ea9f379f63aee048594a5082eaa5a,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7356325694445556,,1,,3,None explicit (abstract-level),No,Not specified,Channel / retail context,Germany; Netherlands
2-s2.0-85016468261,10.1016/j.foodqual.2017.03.009,Have an eye on the buckled cucumber: An eye tracking study on visually suboptimal foods,"Waste is an ever growing problem in the food supply chain, starting in the production up to the consumers' households. A precondition for a consumer to purchase a product is to recognize it as an option in the first place. Therefore, in the present study, we investigated eye movement behavior on impeccable and visually suboptimal food items in a purchase or discard decision task. Additionally, in some trials price badges of the suboptimal food items were designed specifically in order to attract attention. Design changes included messages regarding price and taste, respectively, either presented in red or green. The results show that the design changes indeed attracted attention towards suboptimal food items in terms of time to first fixation, and also prolonged total fixation duration. However, only color yielded differences between the design variations, with red resulting in longer total fixation durations. Additionally, we inspected choice behavior towards visually suboptimal food items. As can be expected, purchase decisions declined for the suboptimal as compared to the impeccable items. However, when presented with differently designed price badges, a positive trend to purchase the suboptimal items was obtained. Our results show that price badge designs impact attention, cognitive processing, and finally also purchase decisions. Therefore, supplying visually suboptimal food in stores should be embedded into efforts to attract attention towards these products, as selling visually suboptimal food might positively impact waste balance in the food domain. © 2017 Elsevier Ltd",ever growing problem supply chain starting production household precondition recognize option place investigated eye movement impeccable visually item discard decision task additionally trial price badge item designed specifically order attract attention design change included message regarding price taste respectively either presented red green design change indeed attracted attention item term time fixation prolonged total fixation duration color yielded difference design variation red resulting longer total fixation duration additionally inspected choice visually item expected decision declined compared impeccable item presented differently designed price badge trend item obtained price badge design attention cognitive processing finally decision supplying visually store embedded effort attract attention selling visually might positively balance domain elsevier ltd,2017,Food Quality and Preference,"Helmert, J.R.; Symmank, C.; Pannasch, S.; Rohm, H.","Department of Food Engineering, Technische Universität Dresden, Dresden, Sachsen, Germany; Applied Cognitive Research/Psychology III, Technische Universität Dresden, Dresden, Sachsen, Germany","Helmert, Jens R., Department of Food Engineering, Technische Universität Dresden, Dresden, Sachsen, Germany, Applied Cognitive Research/Psychology III, Technische Universität Dresden, Dresden, Sachsen, Germany; Symmank, Claudia, Department of Food Engineering, Technische Universität Dresden, Dresden, Sachsen, Germany; Pannasch, Sebastian, Applied Cognitive Research/Psychology III, Technische Universität Dresden, Dresden, Sachsen, Germany; Rohm, Harald, Department of Food Engineering, Technische Universität Dresden, Dresden, Sachsen, Germany",,Consumers; Eye tracking; Sustainability; Visual attention; Visually suboptimal food,,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016468261&doi=10.1016%2Fj.foodqual.2017.03.009&partnerID=40&md5=f904c5212656089e02eb996d029be867,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7339012827204214,,1,,2,None explicit (abstract-level),No,Not specified,Price / discount depth; Channel / retail context,Germany
2-s2.0-85073221738,10.1016/j.foodqual.2019.103808,Consumer associations about other buyers of suboptimal food – And what it means for food waste avoidance actions,"One approach to tackling the imminent sustainability problem of food waste is to sell suboptimal food which otherwise might be wasted. However, understanding how the action of buying price-reduced suboptimal food is influenced by the fact that the consumer purchases it publicly while observed by others is yet unexplored. The present research investigates which associations consumers form when they see other consumers purchasing suboptimal foods. In an online experimental survey, consumers of five European countries checked every word that applied (CATA) from a set of items that described what choosing a food item told them about an acquaintance they met in the store in terms of his or her traits. The food item was optimal or suboptimal, fresh or packaged food, and presented with a communication that either underlined a budget saving benefit or a contribution to avoiding food waste. Results show that consumers of suboptimal products are regarded as economic and thrifty, as well as frugal and environmentally concerned. The associations with consumers of optimal products are more diverse, and include both positive and negative wordings, ranging from successful to fussy and inattentive. Consumers’ own level of environmental concerns and value consciousness explain the degree to which they perceive another consumer to have similar traits, revealing that consumers project their own traits on others. Findings imply that stores offering suboptimal food should present and communicate the items in line with the characteristics of the store's target group, and that suboptimal food choices can trigger positive associations. © 2019 Elsevier Ltd",approach tackling imminent sustainability problem sell otherwise might wasted understanding action buying pricereduced influenced fact publicly observed others yet unexplored investigates association form see purchasing online experimental five european country checked every word applied cata set item described choosing item told acquaintance met store term trait item optimal fresh packaged presented communication either underlined budget saving benefit contribution avoiding regarded economic thrifty frugal environmentally concerned association optimal diverse include wording ranging successful fussy inattentive level environmental concern value consciousness explain degree perceive another similar trait revealing project trait others imply store offering communicate item line characteristic store target group choice trigger association elsevier ltd,2020,Food Quality and Preference,"Aschemann-Witzel, J.; Otterbring, T.; De Hooge, I.E.; Normann, A.; Rohm, H.; Almli, V.L.; Oostindjer, M.","MAPP Centre, Aarhus Universitet, Aarhus, Midtjylland, Denmark; Marketing and Consumer Behaviour Group, Wageningen University & Research, Wageningen, Gelderland, Netherlands; Food and Bioscience, RISE, SP Technical Research Institute of Sweden, Boras, Vastra Gotaland, Sweden; Department of Food Engineering, Technische Universität Dresden, Dresden, Sachsen, Germany; NOFIMA, As, Norway; Biotechnology and Food Science, Norges Miljø- og Biovitenskapelige Universitet, As, Viken, Norway","Aschemann-Witzel, Jessica, MAPP Centre, Aarhus Universitet, Aarhus, Midtjylland, Denmark; Otterbring, Tobias, MAPP Centre, Aarhus Universitet, Aarhus, Midtjylland, Denmark; De Hooge, Ilona E., Marketing and Consumer Behaviour Group, Wageningen University & Research, Wageningen, Gelderland, Netherlands; Normann, Anne, Food and Bioscience, RISE, SP Technical Research Institute of Sweden, Boras, Vastra Gotaland, Sweden; Rohm, Harald, Department of Food Engineering, Technische Universität Dresden, Dresden, Sachsen, Germany; Almli, Valérie Lengard, NOFIMA, As, Norway; Oostindjer, Marije, Biotechnology and Food Science, Norges Miljø- og Biovitenskapelige Universitet, As, Viken, Norway",,Association; Communication; Food waste; Identity; Norms; Suboptimal food,,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073221738&doi=10.1016%2Fj.foodqual.2019.103808&partnerID=40&md5=dc2bcce31395c214d8c7b1662934353d,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7307116800405592,,1,,4,None explicit (abstract-level),No,Not specified,Price / discount depth; Channel / retail context; Environmental concern / identity,Denmark; Netherlands; Sweden; Germany; Norway
2-s2.0-85103067908,10.3390/foods10010015,Assessing consumer preferences for suboptimal food: Application of a choice experiment in citrus fruit retail,"Amid the trend of sustainable development, reducing food waste is a global concern and campaigns to reduce food waste have been launched. For example, the term “food sharing” has originated from Germany and promotes sharing food instead of wasting. “The Guerilla Kitchen”, which originated from Netherlands, is an organization that also promotes avoiding wasting food. Consequently, more and more people are paying attention on this issue and we think it is necessary to understand people’s acceptance of suboptimal food, as discarded suboptimal food represents a significant proportion of food waste. Additionally, at least one-third of the food globally produced each year is classified as suboptimal and cannot be sold in the market because of a poor appearance, damaged packaging, or near expiration date, thus presenting challenges for environmental, social, and economic sustainability. Previous studies on suboptimal food have focused more on appearances and packaging dates and less on investigating traceable agricultural and price discounts, which is where food classified as suboptimal entails a discount. Moreover, citrus product attributes such as appearance, size, freshness indicators, traceable agricultural products, and price discounts were determined in terms of consumer preference through pre-measurement here, then using a choice experiment method to clarify which attributes consumers care about most (N = 485 respondents). Conditional logistic regression and a random parameter logit model (RPL) are employed to examine the various properties of a marginal willingness to pay (WTP). RPL was also used to deduce the respondents’ choices based on differences in appearance and freshness indicator. The results showed that consumers place greater emphasis on the freshness indicators (harvesting/packaging date labels) and appearance of suboptimal citrus fruits but do not focus on the size. Consumers are willing to purchase citrus fruit with a flawed appearance, although the price needs to be reduced from the original price. Although suboptimal food does not reduce health, people may still not buy it and this result in food wastage. As a result, it is essential to increase awareness regarding suboptimal foods and reduce food waste to support sustainable development. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",amid trend sustainable development reducing global concern campaign reduce launched example term sharing originated germany promotes sharing instead wasting guerilla kitchen originated netherlands organization promotes avoiding wasting consequently people paying attention issue think necessary understand people acceptance discarded represents proportion additionally least onethird globally produced year classified cannot sold market poor appearance damaged packaging near expiration date presenting challenge environmental social economic sustainability previous focused appearance packaging date less investigating traceable agricultural price discount classified entail discount citrus attribute appearance size freshness indicator traceable agricultural price discount determined term preference premeasurement choice clarify attribute care respondent conditional logistic regression random parameter logit model rpl employed various property marginal pay wtp rpl deduce respondent choice difference appearance freshness indicator showed place greater emphasis freshness indicator harvestingpackaging date label appearance citrus focus size willing citrus flawed appearance price need reduced original price reduce health people still buy wastage essential increase awareness regarding reduce support sustainable development author licensee mdpi basel switzerland,2021,Foods,"Huang, W.-S.; Kuo, H.-Y.; Tung, S.-Y.; Chen, H.-S.","Department of Business Administration, Chaoyang University of Technology, Taichung, Taiwan; School of Health Diet and Industry Management, Chung Shan Medical University, Taichung, Taiwan; Chung Shan Medical University Hospital, Taichung, Taiwan","Huang, Wen Shin, Department of Business Administration, Chaoyang University of Technology, Taichung, Taiwan; Kuo, Hungyu, School of Health Diet and Industry Management, Chung Shan Medical University, Taichung, Taiwan; Tung, Shiyuan, School of Health Diet and Industry Management, Chung Shan Medical University, Taichung, Taiwan; Chen, Hanshen, School of Health Diet and Industry Management, Chung Shan Medical University, Taichung, Taiwan, Chung Shan Medical University Hospital, Taichung, Taiwan",,Consumer behavior; Food choice motivations; Food waste; Willingness to pay,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103067908&doi=10.3390%2Ffoods10010015&partnerID=40&md5=3ceffa5c0a1651998fae4eaf5f40d891,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7267272148482942,,1,,3,None explicit (abstract-level),No,Quality/health inference,Price / discount depth; Channel / retail context,Germany; Netherlands; Switzerland
2-s2.0-85060307868,10.1016/j.jretconser.2019.01.010,Consumer perceptions and purchase behavior toward imperfect fruits and vegetables in an immersive virtual reality grocery store,"This study investigates the effects of fruits and vegetables (FaVs) abnormality on consumer perceptions and purchasing behavior. For the purposes of this study, a virtual grocery store was created with a fresh FaVs section, where 142 participants became immersed using an Oculus Rift DK2 Head-Mounted Display (HMD) software. Participants were presented either “normal”, “slightly” misshapen, “moderately” misshapen or “severely” misshapen” FaVs. The study findings indicate that shoppers tend to purchase a similar number of FaVs whatever their level of deformity. However, perceptions of the appearance and quality of the FaVs depend on the degree of abnormality. “Moderately” misshapen FaVs are perceived as significantly better than those that are “heavily” misshapen but also “slightly” misshapen (except for the appearance of fruits). © 2019 Elsevier Ltd",investigates favs abnormality purchasing purpose virtual grocery store created fresh favs section became immersed oculus rift headmounted display hmd software presented either normal slightly misshapen moderately misshapen severely misshapen favs shopper tend similar number favs whatever level deformity appearance quality favs depend degree abnormality moderately misshapen favs better heavily misshapen slightly misshapen except appearance elsevier ltd,2019,Journal of Retailing and Consumer Services,"Lombart, C.; Millan, E.; Normand, J.-M.; Verhulst, A.; Labbé-Pinlon, B.; Moreau, G.","In Situ Lab, Audencia, Nantes, Pays-de-la-Loire, France; Department of Food Science, University of Reading, Reading, Berkshire, United Kingdom; Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France; Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France","Lombart, Cindy, In Situ Lab, Audencia, Nantes, Pays-de-la-Loire, France; Millan, Elena S., Department of Food Science, University of Reading, Reading, Berkshire, United Kingdom; Normand, Jean Marie, Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France; Verhulst, Adrien, Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France; Labbé-Pinlon, Blandine, In Situ Lab, Audencia, Nantes, Pays-de-la-Loire, France; Moreau, Guillaume, Ambiances Architectures Urbanités, Nantes, Pays-de-la-Loire, France",,Consumer perceptions; Experimental design; Food waste; Immersive VR shopping experience; Imperfect fruits and vegetables; Purchase behavior; Virtual reality grocery store,consumption behavior; food waste; fruit; perception; retailing; shopping activity; vegetable,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060307868&doi=10.1016%2Fj.jretconser.2019.01.010&partnerID=40&md5=14fa02a41a709d0a7733b620dfe929a1,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.7210905223542969,,1,,0,None explicit (abstract-level),No,Not specified,Channel / retail context,France; United Kingdom
2-s2.0-85191850929,10.1016/j.jretconser.2024.103881,"Are discounts useful in promoting suboptimal foods for sustainable consumption and production? The interaction effects of original prices, discount presentation modes, and product types","Though price discounting is becoming a common strategy to avoid food waste at the retail stage by inducing consumers to consider and purchase suboptimal foods, not all consumers accept and generate positive attitudes toward such products. This study builds on the findings in the literature and further explores which variables of discounts have interaction effects on suboptimal food purchases. Using a full factorial between-subjects experiment design, 624 valid sample data via situational questionnaires are collected for analysis and hypotheses testing. Our results show that the original price and discount presentation modes have interaction effects on consumer perceptions. The higher the original price of the suboptimal foods, the greater the positive attitude caused by the discount price on the label. Product types, ethical or not, are important variables in attitude toward and intention to choose suboptimal foods. If consumers are told that the suboptimal foods are ethical product types, their willingness to purchase improves. In addition, familiarity with expiration date-based pricing practices has significant moderating and direct effects. Different dimensions of price involvement, which is a kind of personality trait, lead to different consumer perspectives. The fresh insights and marketing implications generated from the findings of this study should form the basis for future studies and managerial decisions. © 2024 Elsevier Ltd",though price discounting becoming common strategy avoid retail stage inducing consider accept generate build literature explores variable discount interaction full factorial betweensubjects design valid via situational questionnaire collected hypothesis testing original price discount presentation mode interaction original price greater caused discount price label type ethical important variable choose told ethical type improves familiarity expiration datebased pricing practice moderating direct different dimension price involvement kind personality trait lead different perspective fresh insight marketing implication generated form basis future managerial decision elsevier ltd,2024,Journal of Retailing and Consumer Services,"Chang, H.-H.; Lu, L.-C.; Kuo, T.-C.","School of Business, Feng Chia University, Taichung, Taiwan; School of Management, National Chung Cheng University, Min-Hsiung, Chiayi, Taiwan","Chang, Hsiuhua, School of Business, Feng Chia University, Taichung, Taiwan; Lu, Longchuan, School of Management, National Chung Cheng University, Min-Hsiung, Chiayi, Taiwan; Kuo, Tzuchiao, School of Management, National Chung Cheng University, Min-Hsiung, Chiayi, Taiwan",,Discount; Food waste; Price; Product attributes; Sustainable consumption,ethics; experimental study; food; food waste; marketing; perception; price dynamics,Article,Final,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191850929&doi=10.1016%2Fj.jretconser.2024.103881&partnerID=40&md5=568615f3e758d3487885d9d047ed3fb8,scopus_export_Mar 1-2026_ca3bc159-43eb-4cb5-bfaf-84be71ab771b.csv,0.717455124500727,,1,,5,None explicit (abstract-level),No,Attitudes / intentions (direct),Price / discount depth; Channel / retail context,Taiwan
